"Date","MaerskA","MaerskB","Ambu","Carlsberg","Coloplast","DanskeBank","DSV","FLSmidth","Genmab","GN","JyskeBank","Lundbeck","NovoNordisk","Novozymes","RoyalUnibrew","SimCorp","SydBank","Tryg","Vestas","WilliamDemant","C20index","SP500","TwoYearBond","TenYearBond","OilPrice","GoldFutures","USD","GBP","SEK","NOK","CNY"
2018-09-13,7348.67,7865.33,189.5,760.2,676.2,171.75,599,377.2,1079,329.5,314.2,398.2,312.15,345.9,555.5,570.5,185.7,157.1,82.82,256.8,990.98,2904.18,-0.5,0.38,68.59,1281,6.42,8.38,0.71,0.78,0.94
2018-09-14,7210.02,7748.51,182,759.2,674,169.95,589.6,383,1090.5,329.6,315,402.3,308,346.6,564.5,568,184.5,156.1,83.36,258.8,984.46,2904.98,-0.49,0.4,68.99,1273.8,6.38,8.36,0.71,0.78,0.93
2018-09-17,7175.35,7701.43,185.2,757.2,663.6,168.85,592.4,378.3,1062.5,323.2,316.8,389.8,303.2,348.8,554.5,555,186.1,156.8,83.16,256,975.99,2888.8,-0.48,0.4,68.91,1278.4,6.39,8.39,0.71,0.78,0.93
2018-09-18,7431,7973.43,182.4,757,655.2,174.85,591.8,383.1,1044.5,315.4,314.7,381.9,301.35,347.3,552,565.5,185.1,157,83.62,254.2,977.62,2904.31,-0.5,0.42,69.85,1275.7,6.38,8.39,0.72,0.78,0.93
2018-09-19,7534.99,8102.46,178.4,753.8,651,169,588.2,390.1,1017,315.7,316.5,383.1,300.15,348,536,560,187,158.3,83.98,252.4,973.29,2907.95,-0.46,0.43,71.12,1281.5,6.39,8.4,0.72,0.78,0.93
2018-09-20,7539.32,8078.05,179,756.8,655,177,592,396.8,1048.5,315.9,322.2,384.1,298.5,349.8,538,560,188.7,160.5,84.48,254.8,978.61,2930.75,-0.48,0.42,70.8,1284.4,6.34,8.42,0.72,0.78,0.93
2018-09-21,7638.98,8221.02,188.4,770.8,651.2,170.05,583,398.3,1050,320,320.3,381.2,301.5,347.6,541,559.5,190.7,160.6,87.56,252,982.35,2929.67,-0.5,0.41,70.78,1274.3,6.34,8.34,0.72,0.78,0.93
2018-09-24,7556.65,8125.13,187,763.8,641.8,166.35,583.8,388.7,1040,317.2,318.8,387.4,300.8,345.6,533,551.5,188.8,161.7,86.66,247.4,975.56,2919.37,-0.47,0.46,72.08,1277.4,6.34,8.34,0.72,0.78,0.92
2018-09-25,7534.99,8098.97,190,773,648.6,170,589.8,384.2,1063.5,320.6,321.4,384.5,306.8,348.9,535.5,554.5,190.8,160.2,86.02,249.8,986.8,2915.56,-0.49,0.49,72.28,1278.2,6.33,8.34,0.72,0.78,0.92
2018-09-26,7452.66,8011.79,183.6,769,656.2,172.3,584,384.7,1072,316.3,322.9,388.9,302.35,348,535,554,194.5,159.9,85.2,250.8,982.96,2905.97,-0.49,0.48,71.57,1271.8,6.35,8.37,0.72,0.78,0.92
2018-09-27,7431,7987.38,153,770.4,654.2,170.1,584.4,399,1022.5,315,318.1,388.9,303.7,348.2,531,548.5,188.8,160.4,85.5,248.2,979.97,2914,-0.46,0.47,72.12,1259.8,6.37,8.38,0.72,0.78,0.93
2018-09-28,7301.01,7863.59,154.3,770.4,656.8,168.7,584,399.7,1010,312.9,311.1,396.7,302.4,352.6,529,556,189,159.9,86.88,241.4,978.86,2913.98,-0.52,0.42,73.25,1268.7,6.44,8.4,0.72,0.79,0.94
2018-10-01,7331.34,7889.74,159,766,665.4,169.45,589,390,1025.5,315.2,310.5,396.8,299.75,353.5,528.5,568,190.4,158.1,84.46,248.6,978.02,2924.59,-0.51,0.41,75.3,1264.4,6.42,8.37,0.72,0.79,0.94
2018-10-02,7452.66,8024,165,770,666.2,168.75,576.8,390.8,1020.5,312.6,305,394.1,302.9,356.5,526.5,558.5,187.6,154.8,82.58,246.8,979.32,2923.43,-0.53,0.37,75.23,1280.7,6.46,8.37,0.72,0.79,0.94
2018-10-03,7409.33,7962.97,159.2,774,669,166.25,578,395.3,1009.5,309.7,302.8,406.3,303.05,356.4,533,560.5,186.4,155,82,246.4,976.84,2925.51,-0.54,0.41,76.41,1276.7,6.46,8.39,0.72,0.79,0.94
2018-10-04,7153.69,7635.18,135.8,754.4,651,158.6,563.2,390.3,986.2,295.4,301.9,396.3,281.1,347.1,510.5,538.5,184.8,154.3,81.6,236,933.05,2901.61,-0.48,0.48,74.33,1275.5,6.48,8.42,0.72,0.79,0.94
2018-10-05,6880.71,7344,145,751.2,652.8,148.7,561,381.9,986.8,297.3,299.2,394.7,286.05,352.5,516,533.5,187.7,153,80.1,235,932.37,2885.57,-0.52,0.52,74.34,1280.2,6.48,8.46,0.71,0.78,0.94
2018-10-08,6854.72,7314.36,145.3,735.4,634.8,143.35,551,369.6,975,273,298.2,392.5,278.45,340,505,521.5,183.1,151.1,80.3,210,910.63,2884.43,-0.5,0.49,74.29,1262.9,6.5,8.48,0.71,0.78,0.94
2018-10-09,6924.04,7392.82,139.8,734.8,624.4,142.1,566.6,366,960,270.3,294.3,383.9,277,335.1,503,513.5,176.9,152.1,81,210.4,907.42,2880.34,-0.52,0.49,74.96,1265.8,6.52,8.51,0.71,0.79,0.94
2018-10-10,6724.73,7157.43,128.8,731.8,600,144.5,541,357,906.4,263.3,296.8,377.8,274.3,324.3,488.6,499.6,178.4,150.7,78.94,202.2,889.57,2785.68,-0.48,0.5,73.17,1267.7,6.49,8.53,0.71,0.79,0.94
2018-10-11,6729.06,7187.08,132.4,723.6,605.2,141.2,541.8,345.5,894.4,265,289.5,375.3,267.3,325.7,482.2,500,175.6,154.7,78.74,200.6,881.37,2728.37,-0.52,0.46,70.97,1302.3,6.45,8.53,0.72,0.78,0.93
2018-10-12,6798.39,7242.87,135.7,726.2,612.6,141.3,542.4,347.9,922.2,275.4,290.6,387,273.35,319.5,483.6,505.5,177,151.7,80.5,210.8,894.69,2767.13,-0.51,0.45,71.34,1296.3,6.45,8.51,0.72,0.79,0.93
2018-10-15,6798.39,7286.46,132.3,724.2,607.4,139.6,533.2,351.6,907.8,268.4,290.1,387.7,273.05,319.4,479.2,501,177.8,151.6,81.72,200.2,892.2,2750.79,-0.56,0.45,71.78,1305.4,6.44,8.47,0.72,0.79,0.93
2018-10-16,6971.71,7462.56,140.7,743.4,627.8,141.5,547.2,366.9,888.6,280.8,296.4,403.7,276.35,333.4,489.2,516.5,179.1,154.3,83.54,205,910.95,2809.92,-0.52,0.45,71.92,1305.8,6.44,8.52,0.72,0.79,0.93
2018-10-17,6841.72,7356.2,136.7,735.2,641.2,137.6,547.6,366,893.6,273.7,298,404.5,279.7,333.3,483.8,511.5,179.3,155.1,84.42,203.8,913.29,2809.21,-0.54,0.42,69.75,1301.9,6.47,8.48,0.72,0.79,0.93
2018-10-18,6906.71,7399.79,138.7,743.6,651.6,135.7,547.8,362.1,935.6,282.8,292.5,415.3,283.25,336.2,483.6,514,178.6,157.5,84.18,213.2,922.57,2768.78,-0.59,0.39,68.65,1305.1,6.48,8.49,0.72,0.79,0.93
2018-10-19,6690.06,7192.31,137.3,748.2,643.2,131.2,540.4,350.7,922.4,281.1,292.7,408.7,282.15,335.1,480.2,508.5,178,157.1,82.86,213,915.27,2767.78,-0.6,0.4,69.12,1303.8,6.5,8.48,0.72,0.79,0.94
2018-10-22,6646.74,7159.18,137.2,747,636.6,130.45,535.4,352.8,906,281.4,291.4,408.7,280,334.7,481,504.5,174.4,157.3,83.34,215.2,910.91,2755.88,-0.57,0.41,69.17,1299.8,6.49,8.44,0.72,0.79,0.93
2018-10-23,6356.43,6796.51,124.8,730.4,622.8,126.6,509.6,343.4,865.6,273.9,286.1,394.4,275.9,319.4,468,487.6,175.6,153.7,81.54,208.4,886.53,2740.69,-0.57,0.38,66.43,1312,6.5,8.47,0.72,0.78,0.94
2018-10-24,6451.75,6939.49,127.4,731.8,627.2,125.65,508.4,342,821.8,272.6,285.9,408.9,280.5,297.2,481.4,488.2,176.5,156.9,82.74,207.6,890.03,2656.1,-0.6,0.34,66.82,1305.5,6.55,8.46,0.72,0.79,0.94
2018-10-25,6464.75,6969.13,125.4,717.2,619.2,126.35,507.8,339.7,792.4,270,288.6,300,274.65,301.3,476.2,492,177.2,155.3,82.36,200,876.46,2705.57,-0.56,0.34,67.33,1306.7,6.54,8.43,0.72,0.79,0.94
2018-10-26,6399.76,6834.87,124.3,714,606.2,126,511.2,325.8,808.8,270.4,287.6,294.7,275,305.5,465.4,483.8,175.7,152.6,81.42,205.4,873.46,2658.69,-0.58,0.29,67.59,1309.7,6.58,8.41,0.72,0.78,0.95
2018-10-29,6668.4,7176.61,130.5,721.8,613.6,128.2,526.6,339.4,854.8,274,293.7,300.3,280.85,316.8,463.2,493.2,179.7,154,84.64,214.4,893.93,2641.25,-0.58,0.32,67.04,1301.1,6.56,8.4,0.72,0.78,0.94
2018-10-30,6542.74,7040.61,131.9,720.4,615.4,126.6,522.2,343.4,906.4,274.9,262,299.5,279.95,315.2,460.2,499.4,174.5,154.6,81.48,212.2,889.74,2682.63,-0.59,0.33,66.18,1298.9,6.56,8.37,0.72,0.78,0.94
2018-10-31,6794.06,7291.69,137.3,726.6,615,126.35,529.6,345.9,902.4,279.7,269.3,307.6,284.9,325.5,467.8,507.5,152.3,159.2,82.62,216.8,902.39,2711.74,-0.55,0.34,65.31,1288.2,6.59,8.4,0.72,0.78,0.95
2018-11-01,7062.7,7596.82,139.7,733.6,592.4,132.55,534,348.4,948,278.2,269.1,319.4,287.6,330.8,472,512,154.2,158.2,84.02,221.8,914.11,2740.37,-0.56,0.37,63.69,1312.2,6.55,8.46,0.72,0.78,0.94
2018-11-02,7166.69,7690.97,140.5,732.2,610,137,541.2,354.3,972,281.5,280.1,303.5,286.25,331.6,470.4,528.5,159.5,157.5,82.02,224.6,917.89,2723.06,-0.56,0.4,63.14,1307.3,6.53,8.49,0.72,0.78,0.95
2018-11-05,7006.37,7527.08,139,726.8,610.2,135.25,527.6,350,971.4,282.6,276.5,305.5,283.7,325,467.8,509.5,162.4,157.7,80.88,225,907.56,2738.31,-0.57,0.38,63.1,1306.4,6.56,8.52,0.72,0.78,0.95
2018-11-06,6906.71,7439.9,140.9,733.2,616.4,135.05,537,352.8,973,279.6,278.5,301.3,281.15,328.2,474.2,513.5,163,161,85.84,215.4,910.38,2755.45,-0.52,0.38,62.21,1300.4,6.53,8.54,0.72,0.78,0.94
2018-11-07,6885.05,7412,146.8,726.4,621,144.05,531.8,370.9,996,274.9,287.6,289.8,288.9,335,475.6,514,165.3,164.5,92.32,207,927.7,2813.89,-0.5,0.41,61.67,1302.8,6.49,8.53,0.72,0.78,0.94
2018-11-08,7045.37,7570.67,144.1,726.2,629.6,143.45,524.4,361.8,1002.5,281.4,286.2,285.6,292.85,335.9,483.4,515.5,166.3,165.7,97.8,209,936.2,2806.83,-0.53,0.42,60.67,1299.3,6.53,8.56,0.73,0.78,0.94
2018-11-09,7019.37,7551.49,143.9,731.4,633.4,144.15,525.4,353.4,992.4,287.2,283,285.2,295.5,331.3,486.6,515.5,163.8,167.6,96.9,212,937.54,2781.01,-0.55,0.36,60.19,1282.2,6.57,8.57,0.73,0.78,0.95
2018-11-12,7023.7,7568.92,136,729,633.8,142.95,522.2,350.9,959.2,281.7,278.8,289.1,297.45,328.8,488.6,441.4,162.7,166.7,95.72,204,935.25,2726.22,-0.56,0.34,59.93,1276.8,6.62,8.52,0.73,0.78,0.95
2018-11-13,7023.7,7610.77,117,732.8,619,141,524.6,354.6,935,279.3,270.7,287,292.9,327,489.8,439.8,161.9,166.3,96.1,200.4,925.04,2722.18,-0.57,0.37,55.69,1274.7,6.63,8.58,0.73,0.78,0.95
2018-11-14,7041.03,7589.85,122.1,732,625.4,144.15,521.8,354.5,924,266.6,271,289.7,294.65,324.1,491.4,438.8,161.2,165.7,95.14,200.4,926.77,2701.58,-0.58,0.37,56.25,1283.2,6.61,8.57,0.73,0.78,0.95
2018-11-15,6976.04,7506.15,117.1,735,615.6,139.15,517.8,346.2,904.4,256.9,265.5,281.2,284.5,319.4,486.4,425.6,159.5,161.8,94,196.5,906.03,2730.2,-0.61,0.32,56.46,1287.6,6.6,8.44,0.73,0.78,0.95
2018-11-16,7093.03,7645.64,119.4,734.2,620.2,136.8,515.4,350.6,918.2,263.6,264.7,281.8,288.7,321,493.8,421.6,159.1,161.3,93.04,200.8,911.34,2736.27,-0.56,0.34,56.46,1294.9,6.58,8.45,0.73,0.78,0.95
2018-11-19,7106.03,7670.05,115.6,731.6,616,135.45,505.6,346.4,928,259.3,264.2,276.9,295.15,318.5,487.8,407,160.6,161.7,91.48,196.7,913.4,2690.73,-0.59,0.34,56.76,1297.5,6.53,8.38,0.73,0.77,0.94
2018-11-20,6980.37,7513.13,111.7,721.6,614.8,130.6,502.6,336.2,970,245,255.6,263.6,289,306.6,482.8,393.2,157.1,157.9,91.6,191.1,898.25,2641.89,-0.6,0.33,53.43,1293.4,6.53,8.39,0.72,0.77,0.94
2018-11-21,6997.7,7558.46,118.9,719.8,614,131.7,509.6,337.6,930,241.7,259.4,261.5,289.5,309.3,472.4,415.2,159.5,159.6,93.58,193.2,901.4,2649.93,-0.54,0.36,54.63,1300.8,6.54,8.37,0.72,0.77,0.94
2018-11-22,7119.03,7670.05,125,718,616,132.95,506.6,336.6,957,245.3,260.8,258.6,286.5,305.8,479,417.8,159.5,158,93.32,194.6,899.07,,-0.58,0.34,,1228,6.54,8.42,0.72,0.77,0.94
2018-11-23,7188.35,7731.08,133.2,722.8,617.6,133.45,514.2,331.4,987.2,252,259.9,257,297,310,483.2,423.6,160,159.2,93.98,198,916.75,2632.56,-0.52,0.31,,1296.1,6.57,8.43,0.72,0.77,0.95
2018-11-26,7513.32,8102.46,137.6,729,620.8,136.15,524.6,344.5,1004,238,267.2,263.6,304.85,315.5,476,427,163.5,160.7,96.42,196.5,935.56,2673.45,-0.55,0.34,51.63,1295.8,6.57,8.44,0.72,0.77,0.95
2018-11-27,7669.31,8299.49,133.1,723.8,616,135,515.2,336.8,983.6,233.2,263.5,263,301.2,311,492.4,415.4,163.5,160.8,97.2,193.8,927.77,2682.17,-0.59,0.32,51.56,1286.5,6.59,8.41,0.73,0.77,0.95
2018-11-28,7725.64,8318.67,132.8,720.6,616,136,506.2,335.8,992.2,227,262.5,260,300.1,314.2,491.6,413,161.7,160.9,98.48,194.2,925.66,2743.79,-0.58,0.32,50.29,1296.4,6.61,8.46,0.73,0.77,0.95
2018-11-29,7820.96,8456.41,136.7,717.4,643.6,131.7,515.4,337.5,1005,236.2,261.9,265.5,299.1,311.4,486.4,417.2,162.6,162.3,97.06,197.7,925.86,2737.8,-0.61,0.29,51.45,1297,6.55,8.37,0.72,0.77,0.94
2018-11-30,7556.65,8177.43,131.7,730,628.6,131.4,504.4,330.2,1003,230.3,258.6,270.7,306,307.1,477.4,419.8,162.6,164,98.4,192.5,928.23,2760.17,-0.57,0.27,50.93,1292.7,6.57,8.38,0.72,0.77,0.95
2018-12-03,7725.64,8346.56,131.7,728.8,610,133.25,520,345.7,1009,237.8,261.3,266.9,303,307,477.4,425.6,158,163.7,101.16,197.1,928.24,2790.37,-0.61,0.28,52.95,1306.4,6.59,8.37,0.73,0.77,0.96
2018-12-04,7521.99,8100.72,133.8,735,621.8,133.1,517,333.8,1013,239.3,256,268.6,304.2,311,489,417.6,158.6,166.5,100.56,197.4,931.18,2700.06,-0.62,0.24,53.25,1313.6,6.54,8.38,0.73,0.77,0.96
2018-12-05,7444,8008.31,137.2,730,626,140.5,508.8,329.8,1013,245.3,260.5,264.6,301,306.1,492,418.8,161.9,164.1,100.12,201.2,928.93,,-0.57,0.26,,1309.6,6.57,8.4,0.73,0.77,0.96
2018-12-06,7110.36,7636.92,134.3,712.4,622.8,136.45,498.9,313,1005.5,243.8,251.5,262.1,296,298.9,482.2,444,158.4,161.5,97.98,196.1,910.7,2695.95,-0.57,0.21,51.49,1310.2,6.58,8.39,0.73,0.77,0.95
2018-12-07,7253.35,7758.97,134.3,715.4,628.8,142.2,503,315,997.8,245.2,256.8,264.8,300.25,303.5,480.2,440,161.6,161.9,99.92,203.2,923.65,2633.08,-0.6,0.23,52.61,1319.5,6.56,8.38,0.73,0.77,0.95
2018-12-10,6958.71,7474.77,136.8,711.2,633,137.35,492.7,305.6,1025,250.6,249.5,266.8,299.85,297.1,483.8,448.2,158.6,161.3,97.5,199.5,914.23,2637.72,-0.55,0.23,51,1314.8,6.53,8.27,0.72,0.77,0.95
2018-12-11,7188.35,7718.87,147.3,719,625.6,140,494.9,310.6,1024,249.5,252.2,277,300.2,303.7,477.8,446.6,161.6,161,98.72,200,922.24,2636.78,-0.61,0.22,51.65,1312.9,6.56,8.27,0.72,0.77,0.95
2018-12-12,7227.35,7764.2,153.9,722.8,629.2,139.15,499.7,310.9,1056.5,254.9,253.9,275.9,302.2,301.9,484.2,452,161,163.3,100.88,202.4,926.47,2651.07,-0.55,0.26,51.15,1315.8,6.58,8.28,0.72,0.77,0.96
2018-12-13,7314.01,7842.67,154.3,722.2,632.8,139,500.4,309.1,1067.5,249.3,253,283.6,304.95,299.9,488,474.4,160.5,165,105.6,200,934.24,2650.54,-0.59,0.27,52.58,1313.2,6.56,8.31,0.72,0.77,0.95
2018-12-14,7223.02,7748.51,158.2,719,631.6,138.05,491.9,306.2,1068.5,250.1,252.1,286.5,310,294,488.2,475.8,159.7,165.5,105,200.4,935.84,2599.95,-0.57,0.23,51.2,1307,6.62,8.31,0.73,0.77,0.96
2018-12-17,7075.7,7584.61,161.4,711.8,628,135.4,482.4,298.4,1067,255,250.9,289.4,305,295.1,485.2,462,159.2,165.3,104.28,196,925.96,2545.94,-0.54,0.24,49.88,1317.4,6.58,8.31,0.73,0.76,0.95
2018-12-18,6997.7,7556.72,162.5,708,626.8,137.55,479.8,299.9,1038.5,256.1,248.4,294.1,301.5,294,465,452,153,162.1,102.6,193.8,919.2,2546.16,-0.58,0.23,46.24,1318.5,6.56,8.32,0.73,0.76,0.95
2018-12-19,6919.71,7434.67,162.8,715.8,625.8,134.5,457.4,300,1060,258.1,245.7,292,296.75,297.3,467.6,461.8,151.9,164.4,100.68,195.1,910.73,2506.96,-0.53,0.23,47.2,1321.3,6.55,8.27,0.72,0.75,0.95
2018-12-20,6694.4,7216.72,155.2,713.2,612.8,129.25,439.5,294.5,1064,239.6,236,291,299.05,298.6,462.4,454.6,146.9,163.7,99.38,187.5,899.92,2467.42,-0.5,0.22,45.88,1333.1,6.52,8.27,0.73,0.75,0.95
2018-12-21,6586.07,7103.38,157.1,701,608.2,128.25,432.2,297.3,1070.5,244.6,229.6,288.7,296.2,292,453.2,448.2,150,161.5,100.2,184.7,893.1,2416.62,-0.58,0.24,45.59,1323.1,6.54,8.28,0.73,0.75,0.95
2018-12-27,6464.75,6915.08,153.5,685.4,600.2,126.2,430.2,282.8,1049,241.7,229.1,277.8,293,287.1,443.8,446,150.7,161,97.7,182.1,878.7,2488.83,-0.6,0.22,44.61,1346.5,6.56,8.29,0.73,0.75,0.96
2018-12-28,6672.73,7134.77,156.6,692.6,605,128.9,429.2,293.1,1067.5,243.3,235.2,285.4,297.9,290.9,449,445.6,155.1,163.9,98.42,184.9,891.56,2485.74,-0.52,0.24,45.33,1348.3,6.52,8.27,0.73,0.75,0.95
2019-01-02,6776.72,7230.67,162.6,699,611.2,128.7,441.5,298,1024.5,255.6,234.5,283.1,304.3,288.1,455.8,460.4,157.5,164.8,100.36,187.4,902.83,2510.03,-0.59,0.16,46.54,1349.5,6.55,8.28,0.73,0.75,0.96
2019-01-03,6664.07,7108.61,155.7,693.8,595,128.4,428.7,293.3,1023,247,234.5,283.2,310,285.5,453,441.4,154.5,164.8,98.94,179,901.35,2447.89,-0.53,0.15,47.09,1359.8,6.58,8.27,0.73,0.75,0.96
2019-01-04,7049.7,7488.72,157.7,710.2,601,133.85,444.9,305,1066,260.7,244.7,293.4,312.65,293.1,462,451.6,158.8,164.5,99.06,187.8,919.77,2531.94,-0.51,0.21,47.96,1351,6.55,8.3,0.73,0.76,0.95
2019-01-07,7106.03,7593.33,165.5,700,609.4,133.5,460.2,314.1,1094.5,265.3,244.7,287.3,312.4,292.5,461.6,451.6,157.9,162.6,98.84,194.5,925.11,2549.69,-0.55,0.21,48.52,1355.2,6.52,8.32,0.73,0.76,0.95
2019-01-08,7158.02,7685.74,154.7,697.4,607,132.85,476.9,319,1100.5,276.1,243.5,299.9,314.5,298.9,467.8,465.4,158.2,163,100.04,200.8,933.16,2574.41,-0.5,0.22,49.78,1351.1,6.53,8.32,0.73,0.76,0.95
2019-01-09,7305.34,7840.92,157.3,697,606.8,131.25,475.1,326.4,1112,276.8,241.5,298.6,317.1,302.2,464.6,481.6,157.7,163.4,102.28,205.2,938.91,2584.96,-0.52,0.19,52.36,1357.3,6.52,8.3,0.73,0.76,0.95
2019-01-10,7192.69,7743.28,156,703.2,601.6,127.75,474.2,325.4,1084.5,277.6,245.7,294.2,314.55,306.6,464.6,476.8,157.9,164.6,101.2,202.4,932.83,2596.64,-0.5,0.18,52.59,1353,6.47,8.26,0.73,0.77,0.95
2019-01-11,7084.36,7610.77,158.6,717.2,600.8,129.55,480.5,320,1071.5,275.6,244.9,293.2,314.35,297.5,470.8,484.6,156.5,163,100.92,203.6,932.84,2596.26,-0.52,0.16,51.59,1355.4,6.47,8.29,0.73,0.76,0.96
2019-01-14,7088.7,7631.69,154,711.2,592.2,130,475.9,315.8,1041.5,270.6,245,291.3,303.3,293.2,464.4,476.8,155,160.3,100.36,201,913.23,2582.61,-0.57,0.16,50.51,1357.2,6.51,8.36,0.73,0.76,0.96
2019-01-15,7084.36,7617.74,144.5,719,595.4,128,472.7,313.9,1033.5,273.9,242.5,294.2,308.95,293.5,468.2,484,152.9,160.5,101.52,207.8,919.57,2610.3,-0.54,0.14,52.11,1353.7,6.53,8.38,0.73,0.76,0.97
2019-01-16,7123.36,7668.31,142.1,722,604.6,128.75,500,320.5,1037,281.4,246.4,298.4,307.5,293.9,465.6,487.6,157.5,164,101.08,209.8,923.88,2616.1,-0.55,0.17,52.31,1359.3,6.55,8.43,0.73,0.77,0.97
2019-01-17,7088.7,7614.26,140.9,727.2,609.8,127.4,513,320.8,1049,279.8,243.8,286,310.7,298,462.4,489.8,157.2,164.2,101.48,204,928.96,2635.96,-0.54,0.18,52.07,1357.9,6.55,8.46,0.73,0.76,0.97
2019-01-18,7231.68,7776.41,142,738.4,616,126.5,510.6,325.7,1018.5,279.5,243.8,287,315.1,299.7,464.6,494.6,157,166.6,103.72,204,937.49,2670.71,-0.57,0.2,53.8,1348.1,6.55,8.47,0.73,0.77,0.97
2019-01-21,7257.68,7792.1,148,735,605.8,129,517.6,332.9,1034.5,285.7,249.7,290.6,313.05,300.7,472,503.5,155.3,167.5,104.92,206.4,938.6,,-0.56,0.2,,1279.05,6.57,8.45,0.73,0.77,0.97
2019-01-22,7054.03,7567.18,149.6,729.6,607,126,516.6,324.8,999.2,291.4,249.6,294.1,316,293.3,478,508.5,156.8,170,103.6,208,938.24,2632.9,-0.55,0.16,52.57,1348.4,6.58,8.49,0.73,0.76,0.97
2019-01-23,7067.03,7581.13,154.9,727.2,612,125,525.2,319.1,985,289.2,249.2,289.3,311.35,290.8,484.8,504,157.4,167.3,102.8,207.2,933.8,2638.7,-0.49,0.17,52.62,1349.3,6.57,8.56,0.73,0.77,0.97
2019-01-24,7002.04,7542.77,157.7,735.2,609.8,122.55,529,323.1,966,286.9,250.1,287.1,308.9,274.1,491.4,504,157.3,169,104.44,207.8,930.16,2642.33,-0.57,0.13,53.13,1344.9,6.58,8.57,0.73,0.77,0.97
2019-01-25,7114.69,7659.59,161.1,730.4,598.2,125.2,529,331.7,950.6,290.5,252.7,281.2,303.05,268.2,477.4,520,158.2,169.1,103.64,209.2,921.14,2664.76,-0.5,0.14,53.69,1364,6.58,8.62,0.72,0.77,0.97
2019-01-28,7032.37,7577.64,159.7,730,598.8,122.5,527.4,324.3,974.2,290,248.5,278.2,300.85,276.9,469.2,517,154.2,167.7,102.2,210.2,917.45,2643.85,-0.53,0.36,51.99,1369.8,6.54,8.59,0.72,0.77,0.97
2019-01-29,7071.36,7582.87,157.2,740.2,597.8,122.4,526.2,326.8,960,290,247.7,286.8,303.05,279.5,484.6,521,154,169.2,107.28,212.6,924.49,2640,-0.53,0.35,53.31,1375.6,6.54,8.61,0.72,0.77,0.97
2019-01-30,7106.03,7626.46,159,736.8,596,122.75,532,325.6,954.8,282.7,249,286.1,306.3,277.6,486.6,518,153.6,168.5,108.28,210,928.97,2681.05,-0.49,0.34,54.23,1375.9,6.53,8.55,0.72,0.77,0.97
2019-01-31,7049.7,7551.49,172.6,745.4,595.2,120.5,519.4,304.9,947.2,280.8,244.5,285.7,304.2,272.1,490.4,514.5,150.6,166.3,107.6,205.6,923.13,2704.1,-0.56,0.31,53.79,1384,6.5,8.52,0.72,0.77,0.97
2019-02-01,7101.69,7602.05,160,755.4,603.8,126.8,533.6,296.4,958.8,278.7,250.3,282.4,317.45,278,497.8,511,151.9,168.6,108.8,207,946.81,2706.53,-0.52,0.32,55.26,1381.1,6.51,8.49,0.72,0.77,0.97
2019-02-04,7153.69,7685.74,156,752.2,611.8,123.9,522.4,306,956.2,281.4,249.3,286.4,314.7,278.9,500,528,152.5,169.2,106.68,208,940.6,2724.87,-0.57,0.34,54.56,1378.3,6.52,8.51,0.72,0.77,0.97
2019-02-05,7201.35,7720.61,161.9,750.8,640.2,126.5,527.6,310,973,291,251,291.4,320.3,290.4,509,538.5,152.3,171.1,106.64,212.6,961.11,2737.7,-0.54,0.32,53.66,1378.6,6.54,8.5,0.72,0.77,0.97
2019-02-06,7149.36,7710.15,162.4,778.6,623.4,125.85,531.2,309.4,957.4,289.4,252.9,282.5,319.2,288,510,538,151.9,170.8,106.24,209.6,956.77,2731.61,-0.56,0.31,54.01,1373.8,6.55,8.5,0.72,0.77,0.97
2019-02-07,7028.03,7575.9,154.3,782.2,629,125,523.8,308.4,954.8,289.6,252.4,286.3,320.3,287.6,517,530.5,150.1,171.4,101.16,211.6,953.16,2706.05,-0.59,0.25,52.64,1373.6,6.58,8.51,0.71,0.77,0.98
2019-02-08,6833.05,7333.54,151.5,779.6,625.2,120,521,300.5,961.4,287,249.2,288,319.45,285.5,511,532.5,149,171.3,102.76,210.6,946.91,2707.88,-0.55,0.22,52.72,1377.8,6.58,8.53,0.71,0.76,0.98
2019-02-11,6876.38,7394.56,153.6,788.8,619,121,530.6,304.7,967.4,293.4,250.1,289.7,322.15,288.3,504,540.5,148.6,170.6,107.68,217,957.34,2709.8,-0.52,0.25,52.41,1371.2,6.6,8.52,0.71,0.76,0.97
2019-02-12,6976.04,7488.72,159,788.2,620,123.95,533.8,309.9,976.2,305.7,256.8,287.7,325,291.8,502.5,548.5,151.2,172,109.92,220.2,967.51,2744.73,-0.51,0.27,53.1,1373.2,6.61,8.51,0.71,0.76,0.98
2019-02-13,7045.37,7532.31,160.2,787,620.6,122.8,517.8,306.2,997.6,305.8,255.4,287.4,325,292.2,507.5,548.5,152.5,172.8,110.76,222.4,967.04,2753.03,-0.54,0.27,53.9,1374.6,6.6,8.52,0.72,0.76,0.98
2019-02-14,7279.34,7804.31,156.7,794.8,628.2,122.5,523.6,306.9,1006,302,255.5,283,328.5,294.1,513,533.5,151.2,172.3,111.6,221.4,975,2745.73,-0.54,0.23,54.41,1373.2,6.62,8.48,0.71,0.76,0.98
2019-02-15,7340.01,7884.51,160.7,797.4,627.4,124.4,535.6,312.5,1014,299,259.9,282.8,330.7,298.5,505.5,533.5,152.2,172.8,110.8,219.6,980.7,2775.6,-0.54,0.24,55.59,1381.2,6.63,8.48,0.71,0.76,0.98
