"Date","Carlsberg","DanskeBank","DSV","OilPrice","SP500"
2017-01-09,615,217.3,320,51.96,2268.9
2017-01-10,610.5,218.6,321.1,50.82,2268.9
2017-01-11,607.5,218.1,321.2,52.25,2275.32
2017-01-12,604.5,219.9,325.7,53.01,2270.44
2017-01-13,609,223.5,326.4,52.37,2274.64
2017-01-16,609.5,224.6,325.4,52.425,2271.265
2017-01-17,607,222.3,324.8,52.48,2267.89
2017-01-18,615,221.9,328.8,51.08,2271.89
2017-01-19,614,223.2,328.2,51.37,2263.69
2017-01-20,615.5,226.3,327.1,52.42,2271.31
2017-01-23,611.5,223.5,325.1,52.75,2265.2
2017-01-24,614,222.9,324.9,53.18,2280.07
2017-01-25,619.5,228.7,330,52.75,2298.37
2017-01-26,619.5,229.2,327.8,53.78,2296.68
2017-01-27,627,230,332.4,53.17,2294.69
2017-01-30,623.5,229.4,331.7,52.63,2280.9
2017-01-31,622,229.3,334.4,52.81,2278.87
2017-02-01,623,230.5,335.2,53.88,2279.55
2017-02-02,624,238.1,335.4,53.54,2280.85
2017-02-03,627,238.4,338.1,53.83,2297.42
2017-02-06,620,234.5,334.9,53.01,2292.56
2017-02-07,630.5,236.4,338.8,52.17,2293.08
2017-02-08,614.5,234.5,337.6,52.34,2294.67
2017-02-09,617,236.5,339,53,2307.87
2017-02-10,613,236.2,342.3,53.86,2316.1
2017-02-13,611.5,236.3,351.5,52.93,2328.25
2017-02-14,607.5,238,352.3,53.2,2337.58
2017-02-15,611,242.5,350,53.11,2349.25
2017-02-16,612.5,241.9,347.1,53.36,2347.22
2017-02-17,614.5,242.4,347.8,53.4,2351.16
2017-02-20,613,240.6,347.5,53.73,2358.27
2017-02-21,618.5,242.6,344.8,54.06,2365.38
2017-02-22,622,240,345.5,53.59,2362.82
2017-02-23,619.5,238.5,348,54.45,2363.81
2017-02-24,616,235.2,342.3,53.99,2367.34
2017-02-27,617.5,235.8,344.5,54.05,2369.75
2017-02-28,616.5,234.2,345.4,54.01,2363.64
2017-03-01,622,240.5,348.6,53.83,2395.96
2017-03-02,618.5,240.1,347.8,52.61,2381.92
2017-03-03,616,241.8,342.8,53.33,2383.12
2017-03-06,617.5,241,343.9,53.2,2375.31
2017-03-07,616,240.3,344.5,53.14,2368.39
2017-03-08,614.5,240.5,345.6,50.28,2362.98
2017-03-09,609,241.8,343.8,49.28,2364.87
2017-03-10,612,243.2,346,48.49,2372.6
2017-03-13,612.5,243.5,347.7,48.4,2373.47
2017-03-14,614.5,244.1,350.5,47.72,2365.45
2017-03-15,614.5,245.3,355.7,48.86,2385.26
2017-03-16,618,246.9,361.4,48.75,2381.38
2017-03-17,624.5,240.9,363.3,48.78,2378.25
2017-03-20,628.5,240.7,364.8,48.22,2373.47
2017-03-21,625.5,235.5,360,47.34,2344.02
2017-03-22,617,235,357.5,48.04,2348.45
2017-03-23,619,236.2,361,47.7,2345.96
2017-03-24,624,237.5,358.9,47.97,2343.98
2017-03-27,627,235.9,356.8,47.73,2341.59
2017-03-28,632,238.7,357.1,48.37,2358.57
2017-03-29,647.5,236.9,359.4,49.51,2361.13
2017-03-30,646,235.8,358.8,50.35,2368.06
2017-03-31,644,237.5,361,50.6,2362.72
2017-04-03,640,238.2,361.1,50.24,2358.84
2017-04-04,647,239.3,361.1,51.03,2360.16
2017-04-05,645.5,240.6,361.2,51.15,2352.95
2017-04-06,646.5,238.8,360.9,51.7,2357.49
2017-04-07,648,235.1,360.2,52.24,2355.54
2017-04-10,651,235.4,361.8,53.08,2357.16
2017-04-11,655,233.6,360,53.4,2353.78
2017-04-12,661.5,234.9,364.1,53.11,2344.93
2017-04-18,664,231.5,365.5,52.41,2342.19
2017-04-19,664,232.9,365.1,50.44,2338.17
2017-04-20,663,235.8,371.1,50.27,2355.84
2017-04-21,663,234.8,367.6,49.62,2348.69
2017-04-24,673.5,241.8,375.7,49.23,2374.15
2017-04-25,672.5,242.2,381.2,49.56,2388.61
2017-04-26,673.5,242,377,49.62,2387.45
2017-04-27,683.5,242,377,48.97,2388.77
2017-04-28,681.5,248,380.4,49.33,2384.2
2017-05-01,680,252,382.5,48.84,2388.33
2017-05-02,684.5,250.4,393.7,47.66,2391.17
2017-05-03,682,250.6,390,47.82,2388.13
2017-05-04,701,252.8,388.2,45.52,2389.52
2017-05-05,699,255,391.1,46.22,2399.29
2017-05-08,699,256.9,393.6,46.43,2399.38
2017-05-09,702,257.5,391.3,45.88,2396.92
2017-05-10,702,256,389.5,47.33,2399.63
2017-05-11,705.5,255,386.9,47.83,2394.44
2017-05-15,704,256.5,387.7,48.85,2402.32
2017-05-16,700.5,256.2,384.7,48.66,2400.67
2017-05-17,690.5,250.6,381.2,49.07,2357.03
2017-05-18,685,249.7,388.5,49.35,2365.72
2017-05-19,687.5,251.3,394.7,50.33,2381.73
2017-05-22,697.5,251,394.7,50.73,2394.02
2017-05-23,708.5,252,393,51.47,2398.42
2017-05-24,715,251.6,395.3,51.36,2404.39
2017-05-29,711,249.5,393.5,50.51,2408.65
2017-05-30,713.5,248.8,392.3,49.66,2412.91
2017-05-31,721,248.7,403.1,48.32,2411.8
2017-06-01,725,248.6,403.1,48.36,2430.06
2017-06-02,728.5,248.2,406.1,47.66,2439.07
2017-06-06,729.5,247.5,408.4,48.19,2429.33
2017-06-07,726.5,248,408.3,45.72,2433.14
2017-06-08,716.5,249.8,407.1,45.64,2433.79
2017-06-09,712.5,252,408.3,45.83,2431.77
2017-06-12,705,249.7,400,46.08,2429.39
2017-06-13,711,250.8,403.7,46.46,2440.35
2017-06-14,714.5,250.6,408.5,44.73,2437.92
2017-06-15,719,248.3,404.3,44.46,2432.46
2017-06-16,724.5,247.7,410,44.74,2433.15
2017-06-19,732.5,254.2,411,44.2,2453.46
2017-06-20,736.5,255,408.4,43.23,2437.03
2017-06-21,725,251.5,406.7,42.53,2435.61
2017-06-22,719,249.3,404,42.74,2434.5
2017-06-23,712,249.3,404.9,43.01,2438.3
2017-06-26,715.5,250.7,404.4,43.38,2439.07
2017-06-27,709.5,249.1,403.9,44.24,2419.38
2017-06-28,704.5,250.6,404.4,44.74,2440.69
2017-06-29,694,251.8,396,44.93,2419.7
2017-06-30,695.5,250.4,400,46.04,2423.41
2017-07-03,691,257.3,400.2,45.7366666666667,2429.01
2017-07-04,687.5,257.3,398,45.4333333333333,2430.775
2017-07-05,689.5,257.5,398.4,45.13,2432.54
2017-07-06,678,256.8,394,45.52,2409.75
2017-07-07,670,255.3,393.9,44.23,2425.18
2017-07-10,675.5,256.8,396.3,44.4,2427.43
2017-07-11,671,254.3,396.5,45.04,2425.53
2017-07-12,682.5,256,402,45.49,2443.25
2017-07-13,682,257.3,400.3,46.08,2447.83
2017-07-14,692.5,257.4,414.4,46.54,2459.27
2017-07-17,690.5,257.3,416.5,46.02,2459.14
2017-07-18,691.5,255.5,418,46.4,2460.61
2017-07-19,694,256.6,421.1,47.12,2473.83
2017-07-20,696,253,411.4,46.79,2473.45
2017-07-21,689,253.2,404.5,45.77,2472.54
2017-07-24,684,251.3,402.3,46.34,2469.91
2017-07-25,686.5,253.7,398,47.89,2477.13
2017-07-26,695.5,254,401.9,48.75,2477.83
2017-07-27,701,256.2,405.2,49.04,2475.42
2017-07-28,693,256.2,403,49.71,2472.1
2017-07-31,698.5,254.5,405.6,50.17,2470.3
2017-08-01,697,255,415.2,49.16,2476.35
2017-08-02,697,252.9,427.5,49.59,2477.57
2017-08-03,700.5,253,431,49.03,2472.16
2017-08-04,707,255,443.8,49.58,2476.83
2017-08-07,712.5,253.8,444.9,49.39,2480.91
2017-08-08,707.5,253.1,445.6,49.17,2474.92
2017-08-09,693,251.1,442,49.56,2474.02
2017-08-10,690.5,248.2,438.6,48.59,2438.21
2017-08-11,689.5,246.9,435.1,48.82,2441.32
2017-08-14,686,249.9,439.3,47.59,2465.84
2017-08-15,693,248.3,439.4,47.55,2464.61
2017-08-16,674.5,248.1,441.1,46.78,2468.11
2017-08-17,696,246.2,439.4,47.09,2430.01
2017-08-18,694,244.4,438.6,48.51,2425.55
2017-08-21,695.5,244.5,437.1,47.37,2428.37
2017-08-22,709,244.5,439.8,47.64,2452.51
2017-08-23,717.5,243,437.3,48.41,2444.04
2017-08-24,721,244.5,438.8,47.43,2438.97
2017-08-25,720.5,244.3,437.3,47.87,2443.05
2017-08-28,717,245,437.2,46.57,2444.24
2017-08-29,712,241.7,432.4,46.44,2446.3
2017-08-30,714,243.8,435.4,45.96,2457.59
2017-08-31,717,242.8,443,47.23,2471.65
2017-09-01,722,246.8,446.9,47.29,2476.55
2017-09-04,719,245.1,446.3,47.975,2467.2
2017-09-05,717,242,446,48.66,2457.85
2017-09-06,716.5,237.3,443.8,49.16,2465.54
2017-09-07,721,236.8,447.9,49.09,2465.1
2017-09-08,723.5,237.3,457,47.48,2461.43
2017-09-11,727,239.6,458.6,48.07,2488.11
2017-09-12,724,243.6,459.5,48.23,2496.48
2017-09-13,722,243.7,463,49.3,2498.37
2017-09-14,724.5,243,461.5,49.89,2495.62
2017-09-15,711.5,240.1,455.4,49.89,2500.23
2017-09-18,711,243.8,456.1,49.91,2503.87
2017-09-19,707.5,245.7,458.1,49.48,2506.65
2017-09-20,707,244.9,464,50.41,2508.24
2017-09-21,701,247.5,460.8,50.55,2500.6
2017-09-22,696,246.9,463.8,50.66,2502.22
2017-09-25,697.5,246,464.9,52.22,2496.66
2017-09-26,697,247.1,464.9,51.88,2496.84
2017-09-27,688,248.6,467.7,52.14,2507.04
2017-09-28,691,250.6,478.2,51.56,2510.06
2017-09-29,689,251.8,476.3,51.67,2519.36
2017-10-02,697,251.8,482.7,50.58,2529.12
2017-10-03,696.5,253.1,485,50.42,2534.58
2017-10-04,698,247.4,479.5,49.98,2537.74
2017-10-05,701.5,250,473.4,50.79,2552.07
2017-10-06,701.5,250.8,460.5,49.29,2549.33
2017-10-09,702,250.5,462.4,49.58,2544.73
2017-10-10,710.5,250.8,466.5,50.92,2550.64
2017-10-11,715,250.6,469.2,51.3,2555.24
2017-10-12,708.5,250.6,469,50.6,2550.93
2017-10-13,712,249,468.4,51.45,2553.17
2017-10-16,715,247,462.8,51.87,2557.64
2017-10-17,716,248.5,464.7,51.88,2559.36
2017-10-18,735,249.9,469.4,52.04,2561.26
2017-10-19,732,248.5,463.5,51.29,2562.1
2017-10-20,744,251,455.3,51.47,2575.21
2017-10-23,740,250,461.3,51.9,2564.98
2017-10-24,727.5,247.6,461.6,52.47,2569.13
2017-10-25,720.5,245.5,463.8,52.18,2557.15
2017-10-26,721,244.9,485.2,52.64,2560.4
2017-10-27,730.5,240.4,492.2,53.9,2581.07
2017-10-30,727,241,494.9,54.15,2572.83
2017-10-31,729.5,243.7,494,54.38,2575.26
2017-11-01,730.5,242.5,495.6,54.3,2579.36
2017-11-02,735.5,249.2,496.2,54.54,2579.85
2017-11-03,752,244,496.6,55.64,2587.84
2017-11-06,751,246.4,495.7,57.35,2591.13
2017-11-07,743,249.3,493,57.2,2590.64
2017-11-08,749,248.4,495.5,56.81,2594.38
2017-11-09,747.5,245.2,493.4,57.17,2584.62
2017-11-10,747.5,244.7,491,56.74,2582.3
2017-11-13,754,239.4,487,56.76,2584.84
2017-11-14,754.5,235,490.8,55.7,2578.87
2017-11-15,744,235.2,488.3,55.33,2564.62
2017-11-16,745.5,234,492.4,55.14,2585.64
2017-11-17,738,234.2,485,56.55,2578.85
2017-11-20,738.5,235.3,480.9,56.09,2582.14
2017-11-21,739,234.9,480.5,56.83,2599.03
2017-11-22,740,235.3,479.4,58.02,2597.08
2017-11-23,736,233.5,481,58.05,2599.75
2017-11-24,735,234.5,484.1,58.08,2602.42
2017-11-27,732,231.5,482.3,58.11,2601.42
2017-11-28,738,234.7,482.4,57.99,2627.04
2017-11-29,733,237.7,478,57.3,2626.07
2017-11-30,740.5,233.6,481.2,57.4,2647.58
2017-12-01,730.5,232.8,482.7,58.36,2642.22
2017-12-04,732,232.3,486.3,57.47,2639.44
2017-12-05,735.5,226.8,487.8,57.62,2629.57
2017-12-06,736,224.5,484.7,55.96,2629.27
2017-12-07,737.5,227.2,486,56.69,2636.98
2017-12-08,732,237.6,486.6,57.36,2651.5
2017-12-11,725,242.6,486,57.99,2659.99
2017-12-12,733,243.8,486,57.14,2664.11
2017-12-13,733,242.2,489,56.6,2662.85
2017-12-14,733.5,241.7,488.3,57.04,2652.01
2017-12-15,737,239.2,485.6,57.3,2675.81
2017-12-18,744,243.3,491.1,57.16,2690.16
2017-12-19,750.5,242.1,492.7,57.46,2681.47
2017-12-20,748,241.8,488.2,58.09,2679.25
2017-12-21,750,244.6,485.2,58.36,2684.57
2017-12-22,746.5,245,485.8,58.47,2683.34
2017-12-27,752,242.7,487.6,59.64,2682.62
2017-12-28,749.5,242.5,487,59.84,2687.54
2017-12-29,745,241.6,488.6,60.42,2673.61
2018-01-02,745.4,242.7,487.7,60.37,2695.81
2018-01-03,748.6,241.4,494.4,61.63,2713.06
2018-01-04,749,243.5,497,62.01,2723.99
2018-01-05,761.4,243.8,496.3,61.44,2743.15
2018-01-08,765,245.2,502.2,61.73,2747.71
2018-01-09,772,243.3,507.8,62.96,2751.29
2018-01-10,764,248.4,508.4,63.57,2748.23
2018-01-11,762,250.7,506.4,63.8,2767.56
2018-01-12,754,249,499,64.3,2786.24
2018-01-15,749.6,250.9,490.7,64.015,2781.33
2018-01-16,740.4,249.9,487.3,63.73,2776.42
2018-01-17,747,250.5,484.4,63.97,2802.56
2018-01-18,758.4,244.7,487.3,63.95,2798.03
2018-01-19,759.6,243.7,498.5,63.37,2810.3
2018-01-22,759,247.1,494.8,63.49,2832.97
2018-01-23,765,245.5,490.8,64.47,2839.13
2018-01-24,763.4,245.5,492.8,65.61,2837.54
2018-01-25,753,238.6,487.4,65.51,2839.25
2018-01-26,770,242.8,492.3,66.14,2872.87
2018-01-29,770,245.2,493.8,65.56,2853.53
2018-01-30,770,242.8,493.5,64.5,2822.43
2018-01-31,769.8,243.5,493,64.73,2823.81
2018-02-01,771.4,242.1,483.2,65.8,2821.98
2018-02-02,763.2,244.9,473,65.45,2762.13
2018-02-05,759.8,244.9,471.6,64.15,2648.94
2018-02-06,741.8,238.7,467.7,63.39,2695.14
2018-02-07,715,241.9,478,61.79,2681.66
2018-02-08,707.4,241,459,61.15,2581
2018-02-09,700.6,240.6,461,59.2,2619.55
2018-02-12,701,242.8,470.5,59.29,2656
2018-02-13,703.2,241.5,469.4,59.19,2662.94
2018-02-14,711.6,244.2,473.2,60.6,2698.63
2018-02-15,715.2,245.8,480.7,61.34,2731.2
2018-02-16,733,248.8,492.7,61.68,2732.22
2018-02-19,728,249.1,481.4,61.79,2724.24
2018-02-20,729.6,245,482,61.9,2716.26
2018-02-21,735.4,246.5,480,61.68,2701.33
2018-02-22,733,247,478.5,62.77,2703.96
2018-02-23,744.2,248.6,482.2,63.55,2747.3
2018-02-26,750.2,250.1,482.9,63.91,2779.6
2018-02-27,746.6,242.5,475.5,63.01,2744.28
2018-02-28,750.2,246.2,480.4,61.64,2713.83
2018-03-01,743,243.8,467.2,60.99,2677.67
2018-03-02,735.4,242.5,458.4,61.25,2691.25
2018-03-05,728.2,242.9,460.8,62.57,2720.94
2018-03-06,725.8,242,459.8,62.6,2728.12
2018-03-07,723.2,244.8,463.6,61.15,2726.8
2018-03-08,729,244.4,477.7,60.12,2738.97
2018-03-09,737,246.2,477.2,62.04,2786.57
2018-03-12,736,246.8,477,61.36,2783.02
2018-03-13,733.2,247.7,471.1,60.71,2765.31
2018-03-14,723.8,244.1,465.3,60.96,2749.48
2018-03-15,715.2,244.2,472,61.19,2747.33
2018-03-16,716.4,234.5,474.9,62.34,2752.01
2018-03-19,710.8,235.1,476,62.06,2712.92
2018-03-20,717.2,235,482.5,63.4,2716.94
2018-03-21,708.6,233.6,481.7,65.17,2711.93
2018-03-22,706,228.6,479,64.3,2643.69
2018-03-23,706.4,228,474.9,65.88,2588.26
2018-03-26,702.6,225.8,471.1,65.55,2658.55
2018-03-27,709.6,224.9,475.8,65.25,2612.62
2018-03-28,720.8,225.4,474.3,64.38,2605
2018-04-03,722.2,224.5,474,63.51,2614.45
2018-04-04,717,222.8,464.6,63.37,2644.69
2018-04-05,710.8,225.4,474.7,63.54,2662.84
2018-04-06,716.8,223.7,473.5,62.06,2604.47
2018-04-09,708.6,224.3,478.2,63.42,2613.16
2018-04-10,693.6,224.8,478.1,65.51,2656.87
2018-04-11,691.2,220,473.6,66.82,2642.19
2018-04-12,687.6,221.4,478.9,67.07,2663.99
2018-04-13,696.6,220.9,481.7,67.39,2656.3
2018-04-16,686.8,221.1,479.8,66.22,2677.84
2018-04-17,690,223,492.7,66.52,2706.39
2018-04-18,687.4,225.1,495.2,68.47,2708.64
2018-04-19,682.8,223.8,488,68.29,2693.13
2018-04-20,684.2,223.8,488.5,68.38,2670.14
2018-04-23,683,224.6,496.9,68.64,2670.29
2018-04-24,683.2,225.7,498.8,67.7,2634.56
2018-04-25,686.4,218.8,492.1,68.05,2639.4
2018-04-26,691.2,219.5,495.9,68.19,2666.94
2018-04-30,691.4,215.4,490.3,68.57,2648.05
2018-05-01,694.4,217.9,491.3,67.25,2654.8
2018-05-02,702,218,497.4,67.93,2635.67
2018-05-03,697.6,215.8,493.9,68.43,2629.73
2018-05-04,705,215.9,493.4,69.72,2663.42
2018-05-07,707.6,214.9,507.2,70.73,2672.63
2018-05-08,712.4,216.7,509.6,69.06,2671.92
2018-05-09,713.2,215.2,514.4,71.14,2697.79
2018-05-14,711.6,214.5,539,70.96,2730.13
2018-05-15,708,215.2,532.6,71.31,2711.45
2018-05-16,710.4,213.6,532.6,71.49,2722.46
2018-05-17,704.4,216.4,529.2,71.49,2720.13
2018-05-18,705.2,216.3,528,71.28,2712.97
2018-05-22,705.8,215.9,528,72.13,2724.44
2018-05-23,710.2,216.9,529,71.84,2733.29
2018-05-24,711.4,212.8,528,70.71,2727.76
2018-05-25,722.6,212.4,535,67.88,2721.33
2018-05-28,721.4,212.2,536,67.305,2705.595
2018-05-29,713.4,207.1,533.2,66.73,2689.86
2018-05-30,713.6,207,528.6,68.21,2724.01
2018-05-31,708,211.4,529.4,67.04,2705.27
2018-06-01,710,216.1,533.2,65.81,2734.62
2018-06-04,722.8,218.5,541,64.75,2746.87
2018-06-06,714.4,215.4,540.4,64.73,2772.35
2018-06-07,713,215.2,530,65.95,2770.37
2018-06-08,720.2,213.4,531,65.74,2779.03
2018-06-11,730.6,218,536.2,66.1,2782
2018-06-12,733.8,218.8,539,66.36,2786.85
2018-06-13,735.4,218.5,539.4,66.64,2775.63
2018-06-14,739.6,219.1,542.2,66.89,2782.49
2018-06-15,745.2,217.8,556.8,65.06,2779.66
2018-06-18,730,213.2,536.2,65.85,2773.75
2018-06-19,729,210.8,517,65.07,2762.59
2018-06-20,731.4,208.7,532,66.22,2767.32
2018-06-21,742.2,205.7,531,65.54,2749.76
2018-06-22,750.6,206.7,523.6,68.58,2754.88
2018-06-25,752.8,203.6,516,68.08,2717.07
2018-06-26,745.8,197.65,512,70.53,2723.06
2018-06-27,748,198.6,521.6,72.76,2699.63
2018-06-28,748.2,198.6,515.8,73.45,2716.31
2018-06-29,751.6,199.75,515.6,74.15,2718.37
2018-07-02,751.6,199.4,509.4,73.94,2726.71
2018-07-03,751.2,201.4,511.8,73.6066666666667,2713.22
2018-07-04,768.4,197.35,507,73.2733333333333,2724.915
2018-07-05,769.8,192.2,506.4,72.94,2736.61
2018-07-06,779.6,190.65,505.4,73.8,2759.82
2018-07-09,777.8,192.45,508.4,73.85,2784.17
2018-07-10,781.2,193.8,512.8,74.11,2793.84
2018-07-11,779.6,193.95,502,70.38,2774.02
2018-07-12,770.6,195.05,503,70.33,2798.29
2018-07-13,775.6,193.95,513.2,71.01,2801.31
2018-07-16,777.6,193.75,507,68.06,2798.43
2018-07-17,782.6,195.1,510.8,68.08,2809.55
2018-07-18,782.4,177.3,511.4,68.76,2815.62
2018-07-19,787.6,181.9,514,69.46,2804.49
2018-07-20,786,180.75,513.8,70.46,2801.83
2018-07-23,783.4,183.85,512.4,67.89,2806.98
2018-07-24,785,186.25,516.4,68.52,2820.4
2018-07-25,784.8,185,517,69.3,2846.07
2018-07-26,784.2,187.3,534.2,69.61,2837.44
2018-07-27,784.8,187.8,532,68.69,2818.82
2018-07-30,775.4,187.8,531,70.13,2802.6
2018-07-31,768.2,185.25,534.4,68.76,2816.29
2018-08-01,776,182.8,570,67.66,2813.36
2018-08-02,776,179,569.2,68.96,2827.22
2018-08-03,776.4,182.8,578.2,68.49,2840.35
2018-08-06,774.6,180.85,575.4,69.01,2850.4
2018-08-07,773,181.3,569.8,69.17,2858.45
2018-08-08,761,180.7,575.6,66.94,2857.7
2018-08-09,770.6,181.7,581,66.81,2853.58
2018-08-10,770.2,183.5,579,67.63,2833.28
2018-08-13,772.4,183.9,582.4,67.2,2821.93
2018-08-14,772.6,180.2,578.4,67.04,2839.96
2018-08-15,763.6,178.85,573.2,65.01,2818.37
2018-08-16,790,181.8,586.6,65.46,2840.69
2018-08-17,784,182.9,586.2,65.91,2850.13
2018-08-20,794.6,184.15,592,66.43,2857.05
2018-08-21,795.6,184.75,591,67.35,2862.96
2018-08-22,796.6,188.3,588.6,67.86,2861.82
2018-08-23,791.2,186.25,591.2,67.83,2856.98
2018-08-24,787.6,189.65,593.2,68.72,2874.69
2018-08-27,791,193.45,598.6,68.87,2896.74
2018-08-28,792.6,192.1,594.4,68.53,2897.52
2018-08-29,792,192.45,596.4,69.51,2914.04
2018-08-30,788,192,600,70.25,2901.13
2018-08-31,784,188.95,601.8,69.8,2901.52
2018-09-03,783,189.15,604.8,69.835,2899.12
2018-09-04,784,177.45,600.2,69.87,2896.72
2018-09-05,774,181.75,600.4,68.72,2888.6
2018-09-06,770.2,184.75,598,67.77,2878.05
2018-09-07,774.2,177,600,67.75,2871.68
2018-09-10,774.2,171.8,598.8,67.54,2877.13
2018-09-11,759.2,170.65,599.4,69.25,2887.89
2018-09-12,758.2,168.05,605.8,70.37,2888.92
2018-09-13,760.2,171.75,599,68.59,2904.18
2018-09-14,759.2,169.95,589.6,68.99,2904.98
2018-09-17,757.2,168.85,592.4,68.91,2888.8
2018-09-18,757,174.85,591.8,69.85,2904.31
2018-09-19,753.8,169,588.2,71.12,2907.95
2018-09-20,756.8,177,592,70.8,2930.75
2018-09-21,770.8,170.05,583,70.78,2929.67
2018-09-24,763.8,166.35,583.8,72.08,2919.37
2018-09-25,773,170,589.8,72.28,2915.56
2018-09-26,769,172.3,584,71.57,2905.97
2018-09-27,770.4,170.1,584.4,72.12,2914
2018-09-28,770.4,168.7,584,73.25,2913.98
2018-10-01,766,169.45,589,75.3,2924.59
2018-10-02,770,168.75,576.8,75.23,2923.43
2018-10-03,774,166.25,578,76.41,2925.51
2018-10-04,754.4,158.6,563.2,74.33,2901.61
2018-10-05,751.2,148.7,561,74.34,2885.57
2018-10-08,735.4,143.35,551,74.29,2884.43
2018-10-09,734.8,142.1,566.6,74.96,2880.34
2018-10-10,731.8,144.5,541,73.17,2785.68
2018-10-11,723.6,141.2,541.8,70.97,2728.37
2018-10-12,726.2,141.3,542.4,71.34,2767.13
2018-10-15,724.2,139.6,533.2,71.78,2750.79
2018-10-16,743.4,141.5,547.2,71.92,2809.92
2018-10-17,735.2,137.6,547.6,69.75,2809.21
2018-10-18,743.6,135.7,547.8,68.65,2768.78
2018-10-19,748.2,131.2,540.4,69.12,2767.78
2018-10-22,747,130.45,535.4,69.17,2755.88
2018-10-23,730.4,126.6,509.6,66.43,2740.69
2018-10-24,731.8,125.65,508.4,66.82,2656.1
2018-10-25,717.2,126.35,507.8,67.33,2705.57
2018-10-26,714,126,511.2,67.59,2658.69
2018-10-29,721.8,128.2,526.6,67.04,2641.25
2018-10-30,720.4,126.6,522.2,66.18,2682.63
2018-10-31,726.6,126.35,529.6,65.31,2711.74
2018-11-01,733.6,132.55,534,63.69,2740.37
2018-11-02,732.2,137,541.2,63.14,2723.06
2018-11-05,726.8,135.25,527.6,63.1,2738.31
2018-11-06,733.2,135.05,537,62.21,2755.45
2018-11-07,726.4,144.05,531.8,61.67,2813.89
2018-11-08,726.2,143.45,524.4,60.67,2806.83
2018-11-09,731.4,144.15,525.4,60.19,2781.01
2018-11-12,729,142.95,522.2,59.93,2726.22
2018-11-13,732.8,141,524.6,55.69,2722.18
2018-11-14,732,144.15,521.8,56.25,2701.58
2018-11-15,735,139.15,517.8,56.46,2730.2
2018-11-16,734.2,136.8,515.4,56.46,2736.27
2018-11-19,731.6,135.45,505.6,56.76,2690.73
2018-11-20,721.6,130.6,502.6,53.43,2641.89
2018-11-21,719.8,131.7,509.6,54.63,2649.93
2018-11-22,718,132.95,506.6,53.63,2641.245
2018-11-23,722.8,133.45,514.2,52.63,2632.56
2018-11-26,729,136.15,524.6,51.63,2673.45
2018-11-27,723.8,135,515.2,51.56,2682.17
2018-11-28,720.6,136,506.2,50.29,2743.79
2018-11-29,717.4,131.7,515.4,51.45,2737.8
2018-11-30,730,131.4,504.4,50.93,2760.17
2018-12-03,728.8,133.25,520,52.95,2790.37
2018-12-04,735,133.1,517,53.25,2700.06
2018-12-05,730,140.5,508.8,52.37,2698.005
2018-12-06,712.4,136.45,498.9,51.49,2695.95
2018-12-07,715.4,142.2,503,52.61,2633.08
2018-12-10,711.2,137.35,492.7,51,2637.72
2018-12-11,719,140,494.9,51.65,2636.78
2018-12-12,722.8,139.15,499.7,51.15,2651.07
2018-12-13,722.2,139,500.4,52.58,2650.54
2018-12-14,719,138.05,491.9,51.2,2599.95
2018-12-17,711.8,135.4,482.4,49.88,2545.94
2018-12-18,708,137.55,479.8,46.24,2546.16
2018-12-19,715.8,134.5,457.4,47.2,2506.96
2018-12-20,713.2,129.25,439.5,45.88,2467.42
2018-12-21,701,128.25,432.2,45.59,2416.62
2018-12-27,685.4,126.2,430.2,44.61,2488.83
2018-12-28,692.6,128.9,429.2,45.33,2485.74
2019-01-02,699,128.7,441.5,46.54,2510.03
2019-01-03,693.8,128.4,428.7,47.09,2447.89
2019-01-04,710.2,133.85,444.9,47.96,2531.94
2019-01-07,700,133.5,460.2,48.52,2549.69
2019-01-08,697.4,132.85,476.9,49.78,2574.41
2019-01-09,697,131.25,475.1,52.36,2584.96
2019-01-10,703.2,127.75,474.2,52.59,2596.64
2019-01-11,717.2,129.55,480.5,51.59,2596.26
2019-01-14,711.2,130,475.9,50.51,2582.61
2019-01-15,719,128,472.7,52.11,2610.3
2019-01-16,722,128.75,500,52.31,2616.1
2019-01-17,727.2,127.4,513,52.07,2635.96
2019-01-18,738.4,126.5,510.6,53.8,2670.71
2019-01-21,735,129,517.6,53.185,2651.805
2019-01-22,729.6,126,516.6,52.57,2632.9
2019-01-23,727.2,125,525.2,52.62,2638.7
2019-01-24,735.2,122.55,529,53.13,2642.33
2019-01-25,730.4,125.2,529,53.69,2664.76
2019-01-28,730,122.5,527.4,51.99,2643.85
2019-01-29,740.2,122.4,526.2,53.31,2640
2019-01-30,736.8,122.75,532,54.23,2681.05
2019-01-31,745.4,120.5,519.4,53.79,2704.1
2019-02-01,755.4,126.8,533.6,55.26,2706.53
2019-02-04,752.2,123.9,522.4,54.56,2724.87
2019-02-05,750.8,126.5,527.6,53.66,2737.7
2019-02-06,778.6,125.85,531.2,54.01,2731.61
2019-02-07,782.2,125,523.8,52.64,2706.05
2019-02-08,779.6,120,521,52.72,2707.88
2019-02-11,788.8,121,530.6,52.41,2709.8
2019-02-12,788.2,123.95,533.8,53.1,2744.73
2019-02-13,787,122.8,517.8,53.9,2753.03
2019-02-14,794.8,122.5,523.6,54.41,2745.73
2019-02-15,797.4,124.4,535.6,55.59,2775.6
