"Date","MaerskB","FLSmidth","NovoNordisk","OilPrice","SP500"
2016-03-04,8316.92,261.3,379.6,35.92,1999.99
2016-03-07,8325.64,260.2,387,37.9,2001.76
2016-03-08,7976.92,253.4,381.6,36.5,1979.26
2016-03-09,7933.33,255.8,377.5,38.29,1989.26
2016-03-10,7654.36,257,374.9,37.84,1989.57
2016-03-11,7850.51,261.5,379,38.5,2022.19
2016-03-14,7854.87,259.7,386,37.18,2019.64
2016-03-15,7728.46,255.7,378,36.34,2015.93
2016-03-16,7846.15,254.8,375.8,38.46,2027.22
2016-03-17,7728.46,260.8,365,40.2,2040.59
2016-03-18,7924.61,266.2,366.5,39.44,2049.58
2016-03-21,7802.56,267.7,360.5,39.91,2051.6
2016-03-22,7846.15,266.3,361.8,41.45,2049.8
2016-03-23,7693.59,270.9,360.3,39.79,2036.71
2016-03-29,7545.38,270.9,359.4,38.28,2055.01
2016-03-30,7719.74,278.5,358,38.32,2063.95
2016-03-31,7488.72,274.5,355.2,38.34,2059.74
2016-04-01,7371.02,276.5,357.4,36.79,2072.78
2016-04-04,7357.95,275.9,366.3,35.7,2066.13
2016-04-05,7140,267.6,362.7,35.89,2045.17
2016-04-06,7105.13,262.9,367.2,37.75,2066.66
2016-04-07,7100.77,257.3,370,37.26,2041.91
2016-04-08,7331.79,262.1,367.8,39.72,2047.6
2016-04-11,7458.2,261.7,366.2,40.36,2041.99
2016-04-12,7375.38,260.9,364.2,42.17,2061.72
2016-04-13,7440.77,264.3,367.5,41.76,2082.42
2016-04-14,7676.15,266,367.6,41.5,2082.78
2016-04-15,7715.38,262.9,367.8,40.36,2080.73
2016-04-18,7719.74,263.2,370.6,39.78,2094.34
2016-04-19,8046.67,273.4,377.8,41.08,2100.8
2016-04-20,8242.82,276.3,372.4,42.63,2102.4
2016-04-21,8369.23,277,376.7,43.18,2091.48
2016-04-25,8142.56,268.5,371.5,42.64,2087.79
2016-04-26,8090.26,266.1,362,44.04,2091.7
2016-04-27,8177.43,258.4,362.9,45.33,2095.15
2016-04-28,7955.13,254.3,371,46.03,2075.81
2016-04-29,7968.2,252.4,362.9,45.92,2065.3
2016-05-02,7776.41,251,358.8,44.78,2081.43
2016-05-03,7584.61,246.2,353.6,43.65,2063.37
2016-05-04,8068.46,244.2,349.5,43.78,2051.12
2016-05-09,7776.41,240.9,358,43.44,2058.69
2016-05-10,7654.36,245.2,359.6,44.66,2084.39
2016-05-11,7602.05,245.7,358.4,46.23,2064.46
2016-05-12,7593.33,244.6,354.7,46.7,2064.11
2016-05-13,7510.51,241.3,357,46.21,2046.61
2016-05-17,7763.33,248.9,359.5,48.31,2047.21
2016-05-18,7680.51,240,360.4,48.19,2047.63
2016-05-19,7532.31,239,357,48.16,2040.04
2016-05-20,7693.59,240.4,359.1,47.75,2052.32
2016-05-23,7619.49,241.4,355.9,48.08,2048.04
2016-05-24,7619.49,241.5,364.4,48.62,2076.06
2016-05-25,7510.51,241.8,377.2,49.56,2090.54
2016-05-26,7584.61,241.1,372.1,49.48,2090.1
2016-05-27,7436.41,241,371,49.33,2099.06
2016-05-30,7480,241,373.8,49.215,2098.005
2016-05-31,7506.15,240.9,371.8,49.1,2096.95
2016-06-01,7532.31,237.8,375.5,49.01,2099.33
2016-06-02,7497.43,241,371.5,49.17,2105.26
2016-06-03,7392.82,241.4,370.7,48.62,2099.13
2016-06-06,7497.43,244.4,373.6,49.69,2109.41
2016-06-07,7846.15,243.8,375.6,50.36,2112.13
2016-06-08,7833.08,241,372.3,51.23,2119.12
2016-06-09,7562.82,240.7,374.7,50.56,2115.48
2016-06-10,7349.23,239.6,364.5,49.07,2096.07
2016-06-13,7196.67,233.5,363.2,48.88,2079.06
2016-06-14,6865.38,232,343,48.49,2075.32
2016-06-15,7009.23,234.5,344.2,48.01,2071.5
2016-06-16,6817.44,226.3,338.4,46.21,2077.99
2016-06-17,6935.13,234,337.5,47.98,2071.22
2016-06-20,7031.02,245,341,49.37,2083.25
2016-06-21,7078.97,248,344.4,48.85,2088.9
2016-06-22,7122.56,250,347.7,49.13,2085.45
2016-06-23,7968.2,256.7,348.2,50.11,2113.32
2016-06-24,7724.1,240,345.1,47.64,2037.41
2016-06-27,7061.54,233,341.9,46.33,2000.54
2016-06-28,7183.59,238.3,347.5,47.85,2036.09
2016-06-29,7510.51,241,355.1,49.88,2070.77
2016-06-30,7588.97,237.9,358.1,48.33,2098.86
2016-07-01,7754.61,247,363.5,48.99,2102.95
2016-07-04,7750.26,245.2,367.7,47.795,2095.75
2016-07-05,7418.97,237,366.4,46.6,2088.55
2016-07-06,7109.49,231.6,359.1,47.43,2099.73
2016-07-07,7432.05,238.8,365.8,45.14,2097.9
2016-07-08,7545.38,242.8,367.2,45.41,2129.9
2016-07-11,7584.61,248.5,372.7,44.76,2137.16
2016-07-12,7650,259.5,373.2,46.8,2152.14
2016-07-13,7545.38,263.3,372.6,44.75,2152.43
2016-07-14,7567.18,262.2,370.6,45.68,2163.75
2016-07-15,7388.46,265.6,371.9,45.95,2161.74
2016-07-18,7292.56,260.9,372.2,45.24,2166.89
2016-07-19,7292.56,261.5,370.8,44.65,2163.78
2016-07-20,7436.41,265.3,373.4,44.94,2173.02
2016-07-21,7423.33,265.5,372.6,44.75,2165.17
2016-07-22,7410.26,268,375,44.19,2175.03
2016-07-25,7410.26,267.6,370.5,43.13,2168.48
2016-07-26,7418.97,269.7,381.2,42.92,2169.18
2016-07-27,7545.38,268.6,377.8,41.92,2166.58
2016-07-28,7772.05,267.4,377.9,41.14,2170.06
2016-07-29,7872.31,267.5,379.1,41.6,2173.6
2016-08-01,7754.61,266.4,380.9,40.06,2170.84
2016-08-02,7671.79,263.5,370.5,39.51,2157.03
2016-08-03,7671.79,264.6,366.6,40.83,2163.79
2016-08-04,7776.41,264.4,367,41.93,2164.25
2016-08-05,7911.54,266.2,330,41.8,2182.87
2016-08-08,7898.46,261.6,318,43.02,2180.89
2016-08-09,8020.51,262.6,324.5,42.77,2181.74
2016-08-10,7950.77,260.7,318.4,41.71,2175.49
2016-08-11,7902.82,244.7,312,43.49,2185.79
2016-08-12,8151.28,240.9,307,44.49,2184.05
2016-08-15,8081.54,240.6,311.2,45.74,2190.15
2016-08-16,8042.31,246.7,309.8,46.58,2178.15
2016-08-17,7924.61,244.2,309.3,46.79,2182.22
2016-08-18,8146.92,251,309.5,48.22,2187.02
2016-08-19,8303.84,250.5,308.7,48.52,2183.87
2016-08-22,8316.92,248.1,314.4,47.05,2182.64
2016-08-23,8552.31,252.2,312.2,48.1,2186.9
2016-08-24,8674.36,250.3,314.4,46.77,2175.44
2016-08-25,8565.38,250.2,311.6,47.33,2172.47
2016-08-26,8648.2,252.2,310.8,47.64,2169.04
2016-08-29,8704.87,251,313.2,46.98,2180.38
2016-08-30,8717.95,247.3,316,46.35,2176.12
2016-08-31,8696.15,246.2,312.7,44.7,2170.95
2016-09-01,8822.56,249.7,307.5,43.16,2170.86
2016-09-02,8857.43,253.5,304.8,44.44,2179.98
2016-09-05,9014.36,256,307.3,44.635,2183.23
2016-09-06,8770.25,257.4,302.9,44.83,2186.48
2016-09-07,8857.43,259.5,303.8,45.5,2186.16
2016-09-08,8848.72,257.5,302.6,47.62,2181.3
2016-09-09,8935.9,250.1,296.1,45.88,2127.81
2016-09-12,8796.41,248.4,298.3,46.29,2159.04
2016-09-13,8944.61,249.9,302.3,44.9,2127.02
2016-09-14,8979.49,253.8,305.3,43.58,2125.77
2016-09-15,8979.49,252.5,304.6,43.91,2147.26
2016-09-16,8735.38,247.4,307.5,43.03,2139.16
2016-09-19,8778.97,249.6,308.8,43.3,2139.12
2016-09-20,8674.36,250.6,308.7,43.44,2139.76
2016-09-21,8630.77,251.6,307.7,45.34,2163.12
2016-09-22,8927.18,259.1,304,46.32,2177.18
2016-09-23,8613.33,256.5,296.8,44.48,2164.69
2016-09-26,8417.18,252.3,296.2,45.93,2146.1
2016-09-27,8312.56,247.4,288.7,44.67,2159.93
2016-09-28,8386.67,245.9,290,47.05,2171.37
2016-09-29,8465.13,249.8,280,47.83,2151.13
2016-09-30,8473.84,249.2,275.4,48.24,2168.27
2016-10-03,8421.54,252.8,271.5,48.81,2161.2
2016-10-04,8486.92,253.2,271.7,48.69,2150.49
2016-10-05,8556.67,250.3,277.7,49.83,2159.73
2016-10-06,8530.51,259,273.5,50.44,2160.77
2016-10-07,8377.95,254.3,270.3,49.81,2153.74
2016-10-10,8460.77,255.8,270.7,50.3,2163.66
2016-10-11,8452.05,257,268.9,50.79,2136.73
2016-10-12,8486.92,259.3,267.4,50.18,2139.18
2016-10-13,8268.97,251,265.7,50.44,2132.55
2016-10-14,8543.59,256.5,270.5,50.35,2132.98
2016-10-17,8452.05,254.9,272.6,49.94,2126.5
2016-10-18,8526.15,254,275.3,50.29,2139.6
2016-10-19,8735.38,255.9,276.3,51.6,2144.29
2016-10-20,8874.87,258.4,278.2,50.43,2141.34
2016-10-21,8935.9,257.5,283.6,50.85,2141.16
2016-10-24,9031.79,265,282.1,50.52,2151.33
2016-10-25,8935.9,259.5,276.9,49.96,2143.16
2016-10-26,9084.1,255,275,49.18,2139.43
2016-10-27,9057.95,250.6,279.3,49.72,2133.04
2016-10-28,9066.67,246.1,237.5,48.7,2126.41
2016-10-31,9066.67,246.2,242.4,46.86,2126.15
2016-11-01,8822.56,241.3,241.2,46.67,2111.72
2016-11-02,8190.51,237,237.9,45.34,2097.94
2016-11-03,8238.46,240,236.8,44.66,2088.66
2016-11-04,8221.02,239,229.3,44.07,2085.18
2016-11-07,8500,242.4,230.1,44.89,2131.52
2016-11-08,8312.56,241.8,225.3,44.98,2139.56
2016-11-09,7946.41,268.5,234.5,45.27,2163.26
2016-11-10,8029.23,278.4,230.9,44.66,2167.48
2016-11-11,7663.08,278.5,228.5,43.99,2164.45
2016-11-14,7820,292.1,228.7,43.32,2164.2
2016-11-15,7889.74,291.9,231.6,45.81,2180.39
2016-11-16,7859.23,289.5,230.8,45.57,2176.94
2016-11-17,7820,291,229.8,45.42,2187.12
2016-11-18,7872.31,285,229.2,45.69,2181.9
2016-11-21,7859.23,284,227.3,47.49,2198.18
2016-11-22,8024.87,292,224,48.03,2202.94
2016-11-23,8064.1,295,220.7,47.96,2204.72
2016-11-24,7920.26,294.5,221,47.01,2209.035
2016-11-25,8046.67,291.4,225.5,46.06,2213.35
2016-11-28,8029.23,289.2,229,47.08,2201.72
2016-11-29,8155.64,289,230.1,45.23,2204.66
2016-11-30,8116.41,287.8,238,49.44,2198.81
2016-12-01,8661.28,288.9,235.9,51.06,2191.08
2016-12-02,8639.49,284.8,237.6,51.68,2191.95
2016-12-05,8805.13,285.8,239,51.79,2204.71
2016-12-06,8744.1,284.8,239.9,50.93,2212.23
2016-12-07,8822.56,284.8,243,49.77,2241.35
2016-12-08,9214.87,288.2,243.8,50.84,2246.19
2016-12-09,9232.31,290.5,253.9,51.5,2259.53
2016-12-12,9084.1,288,250.8,52.83,2256.96
2016-12-13,9450.25,286.7,251.6,52.98,2271.72
2016-12-14,9807.69,293.9,248.2,51.04,2253.28
2016-12-15,10069.23,296.8,254.4,50.9,2262.03
2016-12-16,10043.08,294.3,255.3,51.9,2258.07
2016-12-19,9851.28,290.7,254.5,52.12,2262.53
2016-12-20,9982.05,290,254.8,52.23,2270.76
2016-12-21,9903.59,294.6,253.5,52.49,2265.18
2016-12-22,9964.61,291.6,254.3,52.95,2260.96
2016-12-23,9938.46,290.4,255,53.02,2263.79
2016-12-27,9886.15,294,254.8,53.9,2268.88
2016-12-28,9894.87,292.7,255.2,54.06,2249.92
2016-12-29,9955.9,294,256,53.77,2249.26
2016-12-30,9825.13,293,254.7,53.72,2238.83
2017-01-02,10165.13,299.4,259,53.025,2248.33
2017-01-03,10252.31,314.3,258.6,52.33,2257.83
2017-01-04,10121.54,307.1,256,53.26,2270.75
2017-01-05,10391.79,309.1,259.2,53.76,2269
2017-01-06,10609.74,309.1,257,53.99,2276.98
2017-01-09,10444.1,306.1,256.1,51.96,2268.9
2017-01-10,10147.69,320.6,254,50.82,2268.9
2017-01-11,10348.2,326.6,255.3,52.25,2275.32
2017-01-12,10435.38,317.4,245.1,53.01,2270.44
2017-01-13,10444.1,321.3,250.3,52.37,2274.64
2017-01-16,10339.49,321.9,252.2,52.425,2271.265
2017-01-17,10409.23,312.9,249.9,52.48,2267.89
2017-01-18,9964.61,311.7,250.5,51.08,2271.89
2017-01-19,10130.25,315.6,250.5,51.37,2263.69
2017-01-20,10086.67,316.9,248.8,52.42,2271.31
2017-01-23,10034.36,319,243.8,52.75,2265.2
2017-01-24,10008.2,318,240,53.18,2280.07
2017-01-25,10339.49,326.8,242.4,52.75,2298.37
2017-01-26,10313.33,323.3,245.7,53.78,2296.68
2017-01-27,10130.25,329.8,248.6,53.17,2294.69
2017-01-30,10077.95,321.4,248,52.63,2280.9
2017-01-31,10016.92,319.8,247.4,52.81,2278.87
2017-02-01,10234.87,325,249.5,53.88,2279.55
2017-02-02,9929.74,327,231.3,53.54,2280.85
2017-02-03,10034.36,325,232.4,53.83,2297.42
2017-02-06,10130.25,320.9,232.5,53.01,2292.56
2017-02-07,10147.69,321.4,233.5,52.17,2293.08
2017-02-08,9642.05,314.6,233,52.34,2294.67
2017-02-09,10043.08,340.5,240.2,53,2307.87
2017-02-10,10409.23,353,241.4,53.86,2316.1
2017-02-13,10566.15,356.1,241.7,52.93,2328.25
2017-02-14,10548.72,354.9,241.7,53.2,2337.58
2017-02-15,10635.9,353.6,241.7,53.11,2349.25
2017-02-16,10670.77,353,246.4,53.36,2347.22
2017-02-17,10435.38,349.4,247,53.4,2351.16
2017-02-20,10435.38,349.5,246,53.73,2358.27
2017-02-21,10400.51,352.5,249.7,54.06,2365.38
2017-02-22,10313.33,350.8,249.4,53.59,2362.82
2017-02-23,10077.95,347.9,248.8,54.45,2363.81
2017-02-24,9851.28,341.9,249.3,53.99,2367.34
2017-02-27,10016.92,344,249.5,54.05,2369.75
2017-02-28,9973.33,344,249.2,54.01,2363.64
2017-03-01,10217.43,348,245.9,53.83,2395.96
2017-03-02,10287.18,350.8,245.8,52.61,2381.92
2017-03-03,10086.67,343.6,243.3,53.33,2383.12
2017-03-06,10200,342,238.4,53.2,2375.31
2017-03-07,10138.97,345.2,235,53.14,2368.39
2017-03-08,10339.49,354.5,232.6,50.28,2362.98
2017-03-09,10156.41,351.8,233.1,49.28,2364.87
2017-03-10,10278.46,353.5,235.4,48.49,2372.6
2017-03-13,10461.54,358.3,235.4,48.4,2373.47
2017-03-14,10330.77,358.6,236.9,47.72,2365.45
2017-03-15,10435.38,366.7,234.9,48.86,2385.26
2017-03-16,10540,369.7,236,48.75,2381.38
2017-03-17,10583.59,382.5,235.6,48.78,2378.25
2017-03-20,10496.41,389.5,237.4,48.22,2373.47
2017-03-21,10226.15,380.8,234.7,47.34,2344.02
2017-03-22,10025.64,377.3,233.5,48.04,2348.45
2017-03-23,10025.64,378.4,234.2,47.7,2345.96
2017-03-24,10069.23,381.2,231.6,47.97,2343.98
2017-03-27,9860,369.9,233.5,47.73,2341.59
2017-03-28,9955.9,373,235.1,48.37,2358.57
2017-03-29,9833.84,372.8,236,49.51,2361.13
2017-03-30,10243.59,376.2,236.4,50.35,2368.06
2017-03-31,10086.67,373,239.5,50.6,2362.72
2017-04-03,9990.77,373.3,238.9,50.24,2358.84
2017-04-04,10060.51,374.1,250.7,51.03,2360.16
2017-04-05,10226.15,379.6,251.1,51.15,2352.95
2017-04-06,10200,386,248,51.7,2357.49
2017-04-07,10322.05,383.3,247.4,52.24,2355.54
2017-04-10,10374.36,380.6,251.8,53.08,2357.16
2017-04-11,10383.08,382.6,252.2,53.4,2353.78
2017-04-12,10435.38,380.3,253.5,53.11,2344.93
2017-04-18,10086.67,371.5,252.4,52.41,2342.19
2017-04-19,10112.82,374.6,253,50.44,2338.17
2017-04-20,10138.97,377.1,252.4,50.27,2355.84
2017-04-21,10025.64,376,249.7,49.62,2348.69
2017-04-24,10165.13,390.1,250,49.23,2374.15
2017-04-25,10156.41,406.4,253.7,49.56,2388.61
2017-04-26,10200,408.6,256.4,49.62,2387.45
2017-04-27,10147.69,405.5,265.8,48.97,2388.77
2017-04-28,10295.9,410.7,265.7,49.33,2384.2
2017-05-01,10104.1,408.9,261.6,48.84,2388.33
2017-05-02,10208.72,415.5,264.7,47.66,2391.17
2017-05-03,10034.36,406,282.6,47.82,2388.13
2017-05-04,9982.05,397.5,281,45.52,2389.52
2017-05-05,10095.38,386.8,278,46.22,2399.29
2017-05-08,10147.69,388.5,277.5,46.43,2399.38
2017-05-09,10077.95,403.9,273.8,45.88,2396.92
2017-05-10,10226.15,407.7,275.2,47.33,2399.63
2017-05-11,10618.46,398.7,274.9,47.83,2394.44
2017-05-15,11002.05,397.5,274.4,48.85,2402.32
2017-05-16,10984.61,396.6,274.9,48.66,2400.67
2017-05-17,10766.67,382.6,269.2,49.07,2357.03
2017-05-18,10757.95,384.8,270.8,49.35,2365.72
2017-05-19,10723.08,394.7,272.4,50.33,2381.73
2017-05-22,10766.67,391.9,277.1,50.73,2394.02
2017-05-23,10749.23,397,277.3,51.47,2398.42
2017-05-24,10880,397.3,277,51.36,2404.39
2017-05-29,10880,404.5,276.6,50.51,2408.65
2017-05-30,10932.31,405,280.8,49.66,2412.91
2017-05-31,10993.33,403.1,281.4,48.32,2411.8
2017-06-01,11045.64,398.8,284.4,48.36,2430.06
2017-06-02,11228.72,399,291.5,47.66,2439.07
2017-06-06,11028.2,399.9,287.5,48.19,2429.33
2017-06-07,10941.02,402.4,281.9,45.72,2433.14
2017-06-08,10845.13,400.8,282.4,45.64,2433.79
2017-06-09,10993.33,410.5,284.9,45.83,2431.77
2017-06-12,10923.59,401.5,288.4,46.08,2429.39
2017-06-13,10984.61,410.5,290.9,46.46,2440.35
2017-06-14,11002.05,404,292,44.73,2437.92
2017-06-15,10984.61,395.7,285.2,44.46,2432.46
2017-06-16,11158.97,407.2,285,44.74,2433.15
2017-06-19,11315.9,422.4,290.8,44.2,2453.46
2017-06-20,11132.82,414.5,290.5,43.23,2437.03
2017-06-21,11097.95,426.6,290.4,42.53,2435.61
2017-06-22,11071.79,426.7,292.2,42.74,2434.5
2017-06-23,11028.2,428,294,43.01,2438.3
2017-06-26,11237.43,433.9,294.3,43.38,2439.07
2017-06-27,11185.13,420.2,287.9,44.24,2419.38
2017-06-28,11394.36,418.2,283.9,44.74,2440.69
2017-06-29,11315.9,413,277.2,44.93,2419.7
2017-06-30,11411.79,411.4,278.8,46.04,2423.41
2017-07-03,11577.43,411.2,279,45.7366666666667,2429.01
2017-07-04,11516.41,408.9,277.4,45.4333333333333,2430.775
2017-07-05,11446.67,408.9,277,45.13,2432.54
2017-07-06,11437.95,409,274.8,45.52,2409.75
2017-07-07,11490.25,410.5,273.3,44.23,2425.18
2017-07-10,11952.31,412.2,274,44.4,2427.43
2017-07-11,12152.82,410.4,272.5,45.04,2425.53
2017-07-12,12030.77,412.6,278.5,45.49,2443.25
2017-07-13,11934.87,414.7,276.2,46.08,2447.83
2017-07-14,12030.77,410.3,277.7,46.54,2459.27
2017-07-17,12091.79,415.2,279.7,46.02,2459.14
2017-07-18,12240,405.7,275.8,46.4,2460.61
2017-07-19,12318.46,406.2,274.9,47.12,2473.83
2017-07-20,12205.13,403.2,278.1,46.79,2473.45
2017-07-21,11865.13,389.2,273.3,45.77,2472.54
2017-07-24,11865.13,390,267.3,46.34,2469.91
2017-07-25,11917.43,393,268.5,47.89,2477.13
2017-07-26,11882.56,390,267.3,48.75,2477.83
2017-07-27,12013.33,389.2,264,49.04,2475.42
2017-07-28,11926.15,381.8,265,49.71,2472.1
2017-07-31,11961.02,384.5,268.1,50.17,2470.3
2017-08-01,12039.49,392.7,266.8,49.16,2476.35
2017-08-02,11847.69,394,265.9,49.59,2477.57
2017-08-03,11560,392.6,267.2,49.03,2472.16
2017-08-04,11594.87,390.7,266.2,49.58,2476.83
2017-08-07,11594.87,394.5,263,49.39,2480.91
2017-08-08,11734.36,395,261.9,49.17,2474.92
2017-08-09,11673.33,379.2,282.5,49.56,2474.02
2017-08-10,11446.67,374.6,280.8,48.59,2438.21
2017-08-11,11315.9,365.4,289.7,48.82,2441.32
2017-08-14,11525.13,366.1,287.6,47.59,2465.84
2017-08-15,11403.08,362.6,289,47.55,2464.61
2017-08-16,11673.33,367.4,286,46.78,2468.11
2017-08-17,11202.56,371.8,292,47.09,2430.01
2017-08-18,11158.97,371.1,286.4,48.51,2425.55
2017-08-21,11481.54,369.9,287.6,47.37,2428.37
2017-08-22,11751.79,383.7,291.3,47.64,2452.51
2017-08-23,11612.31,392.5,287.9,48.41,2444.04
2017-08-24,11359.49,393,288,47.43,2438.97
2017-08-25,11333.33,400.6,289,47.87,2443.05
2017-08-28,11193.84,395.3,290.7,46.57,2444.24
2017-08-29,11106.67,387.5,288.3,46.44,2446.3
2017-08-30,11193.84,386.4,291.2,45.96,2457.59
2017-08-31,11228.72,393.4,298,47.23,2471.65
2017-09-01,11002.05,400,298.4,47.29,2476.55
2017-09-04,10993.33,399.1,297,47.975,2467.2
2017-09-05,10784.1,403,295.8,48.66,2457.85
2017-09-06,10583.59,403.5,299,49.16,2465.54
2017-09-07,10731.79,410,299,49.09,2465.1
2017-09-08,10566.15,413.1,296.9,47.48,2461.43
2017-09-11,10853.84,413.5,301.6,48.07,2488.11
2017-09-12,10880,411.5,301.6,48.23,2496.48
2017-09-13,10592.31,407,304,49.3,2498.37
2017-09-14,10714.36,408.2,302.6,49.89,2495.62
2017-09-15,10365.64,405.4,300.5,49.89,2500.23
2017-09-18,10400.51,408.8,302,49.91,2503.87
2017-09-19,10348.2,419.5,301.6,49.48,2506.65
2017-09-20,10252.31,417.2,303.4,50.41,2508.24
2017-09-21,10304.61,417.2,306.4,50.55,2500.6
2017-09-22,10548.72,418.5,305.8,50.66,2502.22
2017-09-25,10880,414,308.6,52.22,2496.66
2017-09-26,10670.77,413.8,303.6,51.88,2496.84
2017-09-27,10470.25,419.3,305.3,52.14,2507.04
2017-09-28,10557.43,419,303.5,51.56,2510.06
2017-09-29,10426.67,416.3,301,51.67,2519.36
2017-10-02,10461.54,416.6,309.9,50.58,2529.12
2017-10-03,10252.31,417.2,308.1,50.42,2534.58
2017-10-04,10121.54,416.4,312.1,49.98,2537.74
2017-10-05,10086.67,418.3,309.7,50.79,2552.07
2017-10-06,10069.23,413.2,311.2,49.29,2549.33
2017-10-09,10034.36,417,311.5,49.58,2544.73
2017-10-10,10034.36,413,306.9,50.92,2550.64
2017-10-11,10383.08,415.6,308.8,51.3,2555.24
2017-10-12,10461.54,416,307.6,50.6,2550.93
2017-10-13,10330.77,415,297.8,51.45,2553.17
2017-10-16,10313.33,415.5,312.7,51.87,2557.64
2017-10-17,10383.08,416.9,311.3,51.88,2559.36
2017-10-18,10417.95,421.9,317.8,52.04,2561.26
2017-10-19,10226.15,417.7,319.5,51.29,2562.1
2017-10-20,10252.31,422.1,318.7,51.47,2575.21
2017-10-23,10182.56,428.9,319.3,51.9,2564.98
2017-10-24,10104.1,429.3,317.1,52.47,2569.13
2017-10-25,10200,428.9,317.9,52.18,2557.15
2017-10-26,10348.2,429.8,312.5,52.64,2560.4
2017-10-27,10487.69,432,318.3,53.9,2581.07
2017-10-30,10801.54,433.9,318.5,54.15,2572.83
2017-10-31,10696.92,438,317.8,54.38,2575.26
2017-11-01,10705.64,438,318.8,54.3,2579.36
2017-11-02,10723.08,430.8,317.3,54.54,2579.85
2017-11-03,10522.56,429.7,316.6,55.64,2587.84
2017-11-06,10531.28,430,319.8,57.35,2591.13
2017-11-07,9781.54,432.7,317.8,57.2,2590.64
2017-11-08,10008.2,424.2,319.9,56.81,2594.38
2017-11-09,9764.1,387.8,314.7,57.17,2584.62
2017-11-10,9441.54,385.4,317.8,56.74,2582.3
2017-11-13,9136.41,371.6,315.7,56.76,2584.84
2017-11-14,9031.79,360.5,315.5,55.7,2578.87
2017-11-15,9101.54,355.1,313.7,55.33,2564.62
2017-11-16,9136.41,365.5,319.7,55.14,2585.64
2017-11-17,8953.33,370.5,320.8,56.55,2578.85
2017-11-20,9031.79,368,325.8,56.09,2582.14
2017-11-21,8935.9,366.5,328.6,56.83,2599.03
2017-11-22,8901.02,365.9,327.8,58.02,2597.08
2017-11-23,8840,356.5,328.3,58.05,2599.75
2017-11-24,9066.67,339.5,325.7,58.08,2602.42
2017-11-27,9014.36,343.4,322.7,58.11,2601.42
2017-11-28,9153.84,347.4,324.3,57.99,2627.04
2017-11-29,9502.56,345,322,57.3,2626.07
2017-11-30,9781.54,344.2,322.8,57.4,2647.58
2017-12-01,9729.23,329.7,326.1,58.36,2642.22
2017-12-04,9737.95,339,323.1,57.47,2639.44
2017-12-05,9563.59,342,318,57.62,2629.57
2017-12-06,9511.28,340,328.7,55.96,2629.27
2017-12-07,9441.54,341,325.6,56.69,2636.98
2017-12-08,9267.18,335.5,329,57.36,2651.5
2017-12-11,9258.46,334.5,329.8,57.99,2659.99
2017-12-12,9293.33,333.4,337.5,57.14,2664.11
2017-12-13,9275.9,343,337.3,56.6,2662.85
2017-12-14,9197.43,340.2,336.4,57.04,2652.01
2017-12-15,9118.97,339.7,329.5,57.3,2675.81
2017-12-18,9249.74,339.7,335,57.16,2690.16
2017-12-19,9275.9,352.9,332.3,57.46,2681.47
2017-12-20,9127.69,350.7,331.5,58.09,2679.25
2017-12-21,9162.56,356.3,334.9,58.36,2684.57
2017-12-22,9180,359.7,335.8,58.47,2683.34
2017-12-27,9275.9,358.7,334.6,59.64,2682.62
2017-12-28,9336.92,358.5,334.6,59.84,2687.54
2017-12-29,9450.25,361.3,334.5,60.42,2673.61
2018-01-02,9554.87,368.3,333.95,60.37,2695.81
2018-01-03,9502.56,372.1,338,61.63,2713.06
2018-01-04,9785.9,378.5,335.55,62.01,2723.99
2018-01-05,9851.28,379.2,338.35,61.44,2743.15
2018-01-08,10117.18,381.2,339.75,61.73,2747.71
2018-01-09,9964.61,385.5,341.85,62.96,2751.29
2018-01-10,9690,377.3,340.3,63.57,2748.23
2018-01-11,9816.41,371.5,338.5,63.8,2767.56
2018-01-12,9820.77,370.5,336.55,64.3,2786.24
2018-01-15,9807.69,361.6,334.75,64.015,2781.33
2018-01-16,9755.38,362,339,63.73,2776.42
2018-01-17,9659.49,362.1,342,63.97,2802.56
2018-01-18,9707.43,361.1,342,63.95,2798.03
2018-01-19,9559.23,366.4,349.5,63.37,2810.3
2018-01-22,9585.38,364.8,350.3,63.49,2832.97
2018-01-23,9803.33,365,351.95,64.47,2839.13
2018-01-24,10112.82,358.3,347.65,65.61,2837.54
2018-01-25,9938.46,358.2,343.75,65.51,2839.25
2018-01-26,9890.51,363.1,347.6,66.14,2872.87
2018-01-29,9790.25,360,345.55,65.56,2853.53
2018-01-30,9467.69,350.6,341.25,64.5,2822.43
2018-01-31,9328.2,353.4,333.4,64.73,2823.81
2018-02-01,9214.87,354.8,309,65.8,2821.98
2018-02-02,9127.69,345,302.85,65.45,2762.13
2018-02-05,9097.18,342,304.7,64.15,2648.94
2018-02-06,8992.56,344.3,294.6,63.39,2695.14
2018-02-07,9123.33,371.8,304.05,61.79,2681.66
2018-02-08,9031.79,380,300.7,61.15,2581
2018-02-09,9005.64,376.6,299.35,59.2,2619.55
2018-02-12,9367.43,388.3,306,59.29,2656
2018-02-13,9171.28,392.4,301.6,59.19,2662.94
2018-02-14,9210.51,391.2,303.35,60.6,2698.63
2018-02-15,9197.43,385,305.2,61.34,2731.2
2018-02-16,9450.25,392.7,313.45,61.68,2732.22
2018-02-19,9502.56,385.2,308.05,61.79,2724.24
2018-02-20,9210.51,393.9,309.55,61.9,2716.26
