"Date","Genmab","Lundbeck","USD","SP500"
2019-09-27,1400,227,6.83,2961.79
2019-09-30,1390.5,227.2,6.86,2976.74
2019-10-01,1384.5,223.9,6.85,2940.25
2019-10-02,1307,217.2,6.83,2887.61
2019-10-03,1323.5,218.5,6.82,2910.63
2019-10-04,1331,220.4,6.8,2952.01
2019-10-07,1343,223.7,6.79,2938.79
2019-10-08,1336.5,223.3,6.8,2893.06
2019-10-09,1348.5,223.4,6.8,2919.4
2019-10-10,1322.5,224.4,6.77,2938.13
2019-10-11,1334.5,223,6.76,2970.27
2019-10-14,1346,224.6,6.77,2966.15
2019-10-15,1390.5,225.8,6.79,2995.68
2019-10-16,1391.5,224,6.78,2989.69
2019-10-17,1410,227,6.72,2997.95
2019-10-18,1409.5,221.8,6.7,2986.2
2019-10-21,1386,224,6.69,3006.72
2019-10-22,1430,225.7,6.71,2995.99
2019-10-23,1406.5,222.6,6.72,3004.52
2019-10-24,1420,222.2,6.71,3010.29
2019-10-25,1424,225.7,6.73,3022.55
2019-10-28,1435,227.2,6.74,3039.42
2019-10-29,1439,235,6.73,3036.89
2019-10-30,1455,230.6,6.73,3046.77
2019-10-31,1460,228.5,6.7,3037.56
2019-11-01,1481.5,232,6.71,3066.91
2019-11-04,1481,234.5,6.7,3078.27
2019-11-05,1457,236.9,6.73,3074.62
2019-11-06,1461.5,236,6.74,3076.78
2019-11-07,1500,244.6,6.75,3085.18
2019-11-08,1498,242.5,6.77,3093.08
2019-11-11,1504,247,6.77,3087.01
2019-11-12,1491.5,244,6.78,3091.84
2019-11-13,1508,240.7,6.79,3094.04
2019-11-14,1490.5,237,6.79,3096.63
2019-11-15,1506.5,236,6.77,3120.46
2019-11-18,1530,237.7,6.76,3122.03
2019-11-19,1508.5,241.2,6.75,3120.18
2019-11-20,1512.5,245.2,6.76,3108.46
2019-11-21,1516,249.8,6.74,3103.54
2019-11-22,1528.5,253.6,6.76,3110.29
2019-11-25,1565.5,258.5,6.79,3133.64
2019-11-26,1595.5,260.3,6.78,3140.52
2019-11-27,1590,263.1,6.79,3153.63
2019-11-28,1581,262,6.79,3147.305
2019-11-29,1580,259.8,6.8,3140.98
2019-12-02,1579,258.6,6.78,3113.87
2019-12-03,1594,255.3,6.75,3093.2
2019-12-04,1620,256.9,6.74,3112.76
2019-12-05,1615,257.2,6.73,3117.43
2019-12-06,1615,259.5,6.74,3145.91
2019-12-09,1582,256.1,6.75,3135.96
2019-12-10,1577.5,255,6.75,3132.52
2019-12-11,1545,249.9,6.75,3141.63
2019-12-12,1474.5,255.3,6.71,3168.57
2019-12-13,1469,261.5,6.69,3168.8
2019-12-16,1503,264.4,6.7,3191.45
2019-12-17,1490.5,258.9,6.7,3192.52
2019-12-18,1459.5,259.9,6.72,3191.14
2019-12-19,1466.5,257.6,6.72,3205.37
2019-12-20,1460.5,259.3,6.73,3221.22
2019-12-23,1464.5,259.3,6.75,3224.01
2019-12-27,1488,261.1,6.7,3240.02
