"Date","Genmab","Lundbeck","USD","SP500"
2014-11-07,269,128,6,2031.92
2014-11-10,274.5,127.8,5.96,2038.26
2014-11-11,279,126.9,5.99,2039.68
2014-11-12,275.7,126.8,5.97,2038.25
2014-11-13,273.7,129.4,5.97,2039.33
2014-11-14,273.7,128.2,5.99,2039.82
2014-11-17,271.1,126.1,5.96,2041.32
2014-11-18,276.2,126.1,5.95,2051.8
2014-11-19,279.5,126.6,5.94,2048.72
2014-11-20,278.7,126.5,5.94,2052.75
2014-11-21,280.5,126.4,5.99,2063.5
2014-11-24,284.6,128.4,6,2069.41
2014-11-25,295.8,133,5.99,2067.03
2014-11-26,295.4,133,5.96,2072.83
2014-11-27,295.9,135,5.96,2070.195
2014-11-28,295.7,134,5.96,2067.56
2014-12-01,301.3,133.8,5.97,2053.44
2014-12-02,296.4,132.4,5.99,2066.55
2014-12-03,302,133,6.03,2074.33
2014-12-04,306,131.4,6.04,2071.92
2014-12-05,301.9,130.6,6.02,2075.37
2014-12-08,323,130.7,6.07,2060.31
2014-12-09,317.6,128.6,6.02,2059.82
2014-12-10,332,127.4,6,2026.14
2014-12-11,341.7,126.8,5.99,2035.33
2014-12-12,341,123.6,5.97,2002.33
2014-12-15,337.4,120.2,5.99,1989.63
2014-12-16,339.9,119.8,5.93,1972.74
2014-12-17,345.1,121.3,5.98,2012.89
2014-12-18,354.1,122.6,6.06,2061.23
2014-12-19,352.7,121.8,6.06,2070.65
2014-12-22,360.4,124.7,6.07,2078.54
2014-12-23,354.3,125.2,6.09,2082.17
2014-12-29,359,124.7,6.1,2090.57
2014-12-30,360.3,122.8,6.12,2080.35
2015-01-02,371.5,126,6.18,2058.2
2015-01-05,371.8,125,6.25,2020.58
2015-01-06,363.4,122.3,6.25,2002.61
2015-01-07,358,120.4,6.29,2025.9
2015-01-08,371,123.9,6.32,2062.14
2015-01-09,375,128.4,6.3,2044.81
2015-01-12,389,127.1,6.3,2028.26
2015-01-13,386.3,129.4,6.31,2023.03
2015-01-14,387,126.1,6.32,2011.27
2015-01-15,386,126.9,6.35,1992.67
2015-01-16,392.7,128.8,6.42,2019.42
2015-01-19,403.2,128.8,6.41,2020.985
2015-01-20,411.7,128.7,6.42,2022.55
2015-01-21,413.5,131.2,6.41,2032.12
2015-01-22,402.8,128.4,6.41,2063.15
2015-01-23,413.4,131.5,6.65,2051.82
2015-01-26,431.2,134.2,6.62,2057.09
2015-01-27,436.7,133.2,6.59,2029.55
2015-01-28,443,134.2,6.56,2002.16
2015-01-29,441.3,134.1,6.58,2021.25
2015-01-30,442.8,134,6.58,1994.99
2015-02-02,435.5,134.2,6.58,2020.85
2015-02-03,425,134.2,6.54,2050.03
2015-02-04,471,132.8,6.5,2041.51
2015-02-05,446,127,6.53,2062.52
2015-02-06,462.6,124.1,6.5,2055.47
2015-02-09,466.8,124.6,6.6,2046.74
2015-02-10,476,124.9,6.59,2068.59
2015-02-11,477.5,125.5,6.58,2068.53
2015-02-12,482.6,126.2,6.57,2088.48
2015-02-13,486,126,6.54,2096.99
2015-02-16,481.5,127.9,6.53,2098.665
2015-02-17,480,129.6,6.52,2100.34
2015-02-18,480.5,131.5,6.55,2099.68
2015-02-19,478.5,131.6,6.54,2097.45
2015-02-20,475,130,6.6,2110.3
2015-02-23,486.9,130.7,6.61,2109.66
2015-02-24,482.5,132.8,6.58,2115.48
2015-02-25,487.3,132,6.58,2113.86
2015-02-26,498.8,132.5,6.6,2110.74
2015-02-27,493,132.5,6.64,2104.5
2015-03-02,485,133.2,6.65,2117.39
2015-03-03,518.5,133.2,6.67,2107.78
2015-03-04,521,132,6.7,2098.53
2015-03-05,546.5,145.2,6.73,2101.04
2015-03-06,544.5,144.3,6.8,2071.26
2015-03-09,547,142.1,6.86,2079.43
2015-03-10,540.5,139.4,6.94,2044.16
2015-03-11,548,139.6,7.05,2040.24
2015-03-12,541,136,7.03,2065.95
2015-03-13,547,136.6,7.06,2053.4
2015-03-16,545.5,141.9,7.07,2081.19
2015-03-17,533,139.3,7.02,2074.28
2015-03-18,531,138.6,7.04,2099.5
2015-03-19,533.5,141.2,6.98,2089.27
2015-03-20,535,142.5,6.92,2108.1
2015-03-23,529,145.4,6.83,2104.42
2015-03-24,533.5,144.9,6.81,2091.5
2015-03-25,497.2,144,6.8,2061.05
2015-03-26,466.2,141.7,6.81,2056.15
2015-03-27,516,144,6.88,2061.02
2015-03-30,532.5,146,6.89,2086.24
2015-03-31,523,146.5,6.94,2067.89
2015-04-01,518,145.8,6.95,2059.69
2015-04-07,526.5,149.1,6.89,2076.33
2015-04-08,525,147.4,6.88,2081.9
2015-04-09,531,148.5,6.93,2091.18
2015-04-10,538,150.8,7.07,2102.06
2015-04-13,542,151.2,7.08,2092.43
2015-04-14,522.5,145,7.07,2095.84
2015-04-15,523,144.9,7.06,2106.63
2015-04-16,517.5,139.6,6.97,2104.99
2015-04-17,514.5,132.8,6.9,2081.18
2015-04-20,528.5,132.5,6.96,2100.4
2015-04-21,536,135.7,6.97,2097.29
2015-04-22,531.5,134.6,6.95,2107.96
2015-04-23,524.5,130.1,6.93,2112.93
2015-04-24,545.5,132.1,6.89,2117.69
2015-04-27,560,131.9,6.89,2108.92
2015-04-28,540,132,6.83,2114.76
2015-04-29,514,128.6,6.78,2106.85
2015-04-30,514,129.4,6.65,2085.51
2015-05-04,531,129.6,6.69,2114.49
2015-05-05,534,130.5,6.71,2089.46
2015-05-06,522.5,156.4,6.65,2080.15
2015-05-07,528.5,151.5,6.6,2088
2015-05-08,537,147.1,6.65,2116.1
2015-05-11,539,140.7,6.7,2105.33
2015-05-12,529.5,139.8,6.64,2099.12
2015-05-13,559.5,138.9,6.65,2098.48
2015-05-18,561.5,135.9,6.55,2129.2
2015-05-19,587.5,138.5,6.67,2127.83
2015-05-20,588,138.1,6.71,2125.85
2015-05-21,575,135.8,6.7,2130.82
2015-05-22,577.5,136.5,6.68,2126.06
2015-05-26,582,135.8,6.82,2104.2
2015-05-27,582,134.1,6.86,2123.48
2015-05-28,598.5,134.8,6.85,2120.79
2015-05-29,596.5,132.8,6.8,2107.39
2015-06-01,597.5,133.5,6.82,2111.73
2015-06-02,595.5,132.5,6.76,2109.6
2015-06-03,596.5,133.5,6.7,2114.07
2015-06-04,593,132.2,6.59,2095.84
2015-06-08,606.5,130.8,6.68,2079.28
2015-06-09,599,129.9,6.63,2080.15
2015-06-10,617,129.1,6.62,2105.2
2015-06-11,623.5,131.5,6.64,2108.86
2015-06-12,609,129.7,6.65,2094.11
2015-06-15,585.5,128.4,6.65,2084.43
2015-06-16,596,129.1,6.65,2096.29
2015-06-17,581,131.1,6.61,2100.44
2015-06-18,586,137.5,6.54,2121.24
2015-06-19,577.5,136,6.6,2109.99
2015-06-22,596.5,135.5,6.58,2122.85
2015-06-23,600,133.4,6.66,2124.2
2015-06-24,592.5,134,6.65,2108.58
2015-06-25,593.5,131.5,6.66,2102.31
2015-06-26,595,130.9,6.66,2101.49
2015-06-29,575,130.5,6.7,2057.64
2015-06-30,582,129,6.67,2063.11
2015-07-01,595,135.4,6.72,2077.42
2015-07-02,581.5,135.5,6.74,2076.78
2015-07-03,579.5,136.3,6.72,2072.77
2015-07-06,583,136,6.78,2068.76
2015-07-07,585.5,136.7,6.83,2081.34
2015-07-08,571,139,6.77,2046.68
2015-07-09,593.5,141.8,6.75,2051.31
2015-07-10,609.5,144.4,6.67,2076.62
2015-07-13,629,155.8,6.75,2099.6
2015-07-14,632,155.8,6.76,2108.95
2015-07-15,651,154.2,6.78,2107.4
2015-07-16,669,155,6.87,2124.29
2015-07-17,683.5,156.9,6.85,2126.64
2015-07-20,684.5,161,6.88,2128.28
2015-07-21,666,159.4,6.87,2119.21
2015-07-22,675,162.2,6.84,2114.15
2015-07-23,670.5,164.5,6.78,2102.15
2015-07-24,672.5,162.3,6.82,2079.65
2015-07-27,640,159,6.75,2067.64
2015-07-28,646.5,156.5,6.77,2093.25
2015-07-29,658,159.9,6.76,2108.57
2015-07-30,638,159.8,6.81,2108.63
2015-07-31,639.5,160.6,6.8,2103.84
2015-08-03,655,158.8,6.81,2098.04
2015-08-04,650.5,160.8,6.8,2093.32
2015-08-05,652,163,6.86,2099.84
2015-08-06,650,163.1,6.85,2083.56
2015-08-07,626,160,6.82,2077.57
2015-08-10,642,164.9,6.81,2104.18
2015-08-11,643.5,167.4,6.75,2084.07
2015-08-12,615.5,162.5,6.69,2086.05
2015-08-13,625.5,168.8,6.72,2083.39
2015-08-14,639,165.8,6.68,2091.54
2015-08-17,629.5,166.5,6.72,2102.44
2015-08-18,638.5,168.9,6.75,2096.92
2015-08-19,622,201,6.76,2079.61
2015-08-20,583,197,6.67,2035.73
2015-08-21,575,197.6,6.62,1970.89
2015-08-24,548,192.5,6.49,1893.21
2015-08-25,569,196.4,6.49,1867.61
2015-08-26,560.5,203.1,6.55,1940.51
2015-08-27,610,210,6.61,1987.66
2015-08-28,591.5,209.2,6.62,1988.87
2015-08-31,597.5,206.1,6.65,1972.18
2015-09-01,577,198.6,6.64,1913.85
2015-09-02,603,197.3,6.63,1948.86
2015-09-03,628,199.4,6.64,1951.13
2015-09-04,612.5,194.2,6.7,1921.22
2015-09-07,637,197.1,6.69,1945.315
2015-09-08,642,196.8,6.68,1969.41
2015-09-09,644,199.5,6.7,1942.04
2015-09-10,647.5,198,6.67,1952.29
2015-09-11,649,198.1,6.62,1961.05
2015-09-14,645,197.6,6.6,1953.03
2015-09-15,645,199.5,6.59,1978.09
2015-09-16,637.5,199,6.64,1995.31
2015-09-17,638,197.6,6.6,1990.2
2015-09-18,646.5,200.1,6.53,1958.03
2015-09-21,662,200,6.63,1966.97
2015-09-22,650,193.9,6.69,1942.74
2015-09-23,650.5,188.1,6.69,1938.76
2015-09-24,640,190.2,6.64,1932.24
2015-09-25,654,185.7,6.69,1931.34
2015-09-28,627,188.5,6.68,1881.77
2015-09-29,601.5,182.5,6.66,1884.09
2015-09-30,611.5,178,6.66,1920.03
2015-10-01,619,187.8,6.69,1923.82
2015-10-02,623,183.3,6.68,1951.36
2015-10-05,635,185,6.64,1987.05
2015-10-06,632.5,184.4,6.65,1979.92
2015-10-07,636.5,190.3,6.62,1995.83
2015-10-08,625,190,6.63,2013.43
2015-10-09,622,189.3,6.57,2014.89
2015-10-12,611.5,189.8,6.56,2017.46
2015-10-13,613,190,6.56,2003.69
2015-10-14,593.5,190.7,6.54,1994.24
2015-10-15,613,193.4,6.52,2023.86
2015-10-16,628,195.3,6.57,2033.11
2015-10-19,634.5,200.1,6.58,2033.66
2015-10-20,636.5,199.9,6.56,2030.77
2015-10-21,634,199.5,6.57,2018.94
2015-10-22,636.5,194.7,6.59,2052.51
2015-10-23,646,194.1,6.73,2075.15
2015-10-26,668.5,196,6.78,2071.18
2015-10-27,663,200.6,6.74,2065.89
2015-10-28,667,202.8,6.73,2090.35
2015-10-29,670,200,6.82,2089.41
2015-10-30,669,199.3,6.77,2079.36
2015-11-02,680,203.5,6.76,2104.05
2015-11-03,672.5,204.8,6.8,2109.79
2015-11-04,707.5,212,6.82,2102.31
2015-11-05,697.5,221,6.85,2099.93
2015-11-06,705,222,6.87,2099.2
2015-11-09,711.5,219.4,6.92,2078.58
2015-11-10,720,218.4,6.96,2081.72
2015-11-11,738.5,218.2,6.96,2075
2015-11-12,728,216.9,6.96,2045.97
2015-11-13,734.5,214.7,6.93,2023.04
2015-11-16,744,213.5,6.96,2053.19
2015-11-17,744,209.5,6.99,2050.44
2015-11-18,827,209.4,6.99,2083.58
2015-11-19,840,211.2,6.98,2081.24
2015-11-20,840,212,6.98,2089.17
2015-11-23,840.5,212.4,7.02,2086.59
2015-11-24,836.5,211.2,7,2089.14
2015-11-25,860,211.8,7.05,2088.87
2015-11-26,875.5,212,7.03,2089.49
2015-11-27,892.5,212.2,7.05,2090.11
2015-11-30,892.5,214.5,7.05,2080.41
2015-12-01,891.5,218,7.04,2102.63
2015-12-02,909.5,217.5,7.03,2079.51
2015-12-03,917.5,218,6.99,2049.62
2015-12-04,926,212.8,6.84,2091.69
2015-12-07,926,221.9,6.9,2077.07
2015-12-08,938,220.3,6.86,2063.59
2015-12-09,954,217.1,6.82,2047.62
2015-12-10,939.5,217,6.82,2052.23
2015-12-11,939.5,211.5,6.81,2012.37
2015-12-14,911,211.3,6.79,2021.94
2015-12-15,919.5,211.7,6.79,2043.41
2015-12-16,919.5,211.5,6.82,2073.07
2015-12-17,925.5,213.3,6.88,2041.89
2015-12-18,915.5,212.1,6.89,2005.55
2015-12-21,915.5,217.7,6.86,2021.15
2015-12-22,910,218.9,6.81,2038.97
2015-12-23,919.5,222.4,6.84,2064.29
2015-12-28,919.5,230.2,6.81,2056.5
2015-12-29,924,234.7,6.81,2078.36
2015-12-30,917.5,235.4,6.83,2063.36
2016-01-04,925,228.9,6.85,2012.66
2016-01-05,925,240,6.94,2016.71
2016-01-06,913,234.1,6.94,1990.26
2016-01-07,913,232,6.86,1943.09
2016-01-08,878.5,233.5,6.87,1922.03
2016-01-11,844.5,226,6.85,1923.67
2016-01-12,874,223.7,6.89,1938.68
2016-01-13,877,227.4,6.9,1890.28
2016-01-14,863,219.6,6.85,1921.84
2016-01-15,819,215.6,6.84,1880.33
2016-01-18,801.5,212.9,6.85,1880.83
2016-01-19,839,216.9,6.87,1881.33
2016-01-20,802.5,213.1,6.84,1859.33
2016-01-21,816.5,215,6.85,1868.99
2016-01-22,841.5,222,6.9,1906.9
2016-01-25,866.5,229.7,6.9,1877.08
2016-01-26,871.5,230.1,6.89,1903.63
2016-01-27,866,230.3,6.85,1882.95
2016-01-28,841,221.9,6.84,1893.36
2016-01-29,859,223,6.83,1940.24
2016-02-01,851.5,220.4,6.86,1939.38
2016-02-02,849,220.8,6.83,1903.03
2016-02-03,826.5,216.9,6.83,1912.53
2016-02-04,801,232.3,6.66,1915.45
2016-02-05,750,224.4,6.66,1880.05
2016-02-08,663.5,210.5,6.72,1853.44
2016-02-09,638,206.9,6.64,1852.21
2016-02-10,674,226.7,6.63,1851.86
2016-02-11,653.5,223.5,6.58,1829.08
2016-02-12,649,233.8,6.62,1864.78
2016-02-15,691,240.5,6.68,1880.18
2016-02-16,695,234.9,6.68,1895.58
2016-02-17,717,241.9,6.7,1926.82
2016-02-18,746.5,246.1,6.73,1917.83
2016-02-19,763.5,243.8,6.73,1917.78
2016-02-22,785.5,249.7,6.77,1945.5
2016-02-23,794.5,255,6.78,1921.27
2016-02-24,779,248.8,6.8,1929.8
2016-02-25,822.5,248,6.77,1951.7
2016-02-26,845,252.3,6.78,1948.05
2016-02-29,843.5,257.3,6.85,1932.23
2016-03-01,858,254.4,6.86,1978.35
2016-03-02,856,247,6.87,1986.45
2016-03-03,832,239.7,6.84,1993.4
2016-03-04,820,239.9,6.8,1999.99
2016-03-07,821,235.8,6.81,2001.76
2016-03-08,808.5,230.9,6.77,1979.26
2016-03-09,805.5,231.6,6.8,1989.26
2016-03-10,801,232,6.87,1989.57
2016-03-11,808.5,240.5,6.73,2022.19
2016-03-14,834,245.4,6.71,2019.64
2016-03-15,826,246.2,6.71,2015.93
2016-03-16,830,245.1,6.74,2027.22
2016-03-17,815.5,239.7,6.59,2040.59
2016-03-18,819,240.5,6.61,2049.58
2016-03-21,816.5,239.2,6.61,2051.6
2016-03-22,842.5,246.1,6.65,2049.8
2016-03-23,856,248,6.67,2036.71
2016-03-29,850,230,6.66,2055.01
2016-03-30,858.5,221.3,6.58,2063.95
2016-03-31,907.5,216.2,6.54,2059.74
2016-04-01,923.5,215.3,6.52,2072.78
2016-04-04,925,222.8,6.54,2066.13
2016-04-05,913,225.1,6.55,2045.17
2016-04-06,913,231,6.56,2066.66
2016-04-07,923,233.3,6.55,2041.91
2016-04-08,944.5,238.1,6.55,2047.6
2016-04-11,941.5,235.8,6.53,2041.99
2016-04-12,925,230.1,6.53,2061.72
2016-04-13,912.5,225.1,6.59,2082.42
2016-04-14,936.5,226,6.61,2082.78
2016-04-15,930,224.6,6.59,2080.73
2016-04-18,951,222.3,6.58,2094.34
2016-04-19,967,224.9,6.56,2100.8
2016-04-20,943,221.3,6.54,2102.4
2016-04-21,970.5,219.5,6.55,2091.48
2016-04-25,970,228.9,6.61,2087.79
2016-04-26,960.5,220.6,6.59,2091.7
2016-04-27,969,223,6.58,2095.15
2016-04-28,971,218.8,6.55,2075.81
2016-04-29,963,217.1,6.53,2065.3
2016-05-02,963,219.7,6.47,2081.43
2016-05-03,960.5,217.2,6.43,2063.37
2016-05-04,950.5,218.3,6.47,2051.12
2016-05-09,987.5,231.7,6.53,2058.69
2016-05-10,998,235.6,6.54,2084.39
2016-05-11,1000,240.9,6.52,2064.46
2016-05-12,1003,239.2,6.53,2064.11
2016-05-13,1009,240.2,6.56,2046.61
2016-05-17,1014,237.6,6.57,2047.21
2016-05-18,1016,239.8,6.59,2047.63
2016-05-19,1067,245.3,6.64,2040.04
2016-05-20,1130,252.4,6.63,2052.32
2016-05-23,1205,256.3,6.63,2048.04
2016-05-24,1229,257.3,6.66,2076.06
2016-05-25,1205,261,6.67,2090.54
2016-05-26,1183,262.6,6.66,2090.1
2016-05-27,1177,259.2,6.66,2099.06
2016-05-30,1194,262.3,6.68,2098.005
2016-05-31,1208,263,6.67,2096.95
2016-06-01,1219,261,6.66,2099.33
2016-06-02,1230,260.1,6.65,2105.26
2016-06-03,1241,259.6,6.67,2099.13
2016-06-06,1250,259,6.55,2109.41
2016-06-07,1266,257.7,6.55,2112.13
2016-06-08,1233,256.5,6.54,2119.12
2016-06-09,1233,254.8,6.56,2115.48
2016-06-10,1161,247.8,6.58,2096.07
2016-06-13,1131,247.3,6.6,2079.06
2016-06-14,1093,238.5,6.62,2075.32
2016-06-15,1108,240.7,6.62,2071.5
2016-06-16,1045,236.2,6.65,2077.99
2016-06-17,1097,238.1,6.61,2071.22
2016-06-20,1139,236.3,6.56,2083.25
2016-06-21,1137,235.5,6.57,2088.9
2016-06-22,1158,235.2,6.59,2085.45
2016-06-23,1177,239.1,6.53,2113.32
2016-06-24,1127,236.5,6.72,2037.41
2016-06-27,1078,234.7,6.76,2000.54
2016-06-28,1114,238.7,6.72,2036.09
2016-06-29,1170,247,6.71,2070.77
2016-06-30,1210,249.8,6.7,2098.86
2016-07-01,1237,249.2,6.68,2102.95
2016-07-04,1230,257.5,6.68,2095.75
2016-07-05,1210,253.6,6.68,2088.55
2016-07-06,1189,252.8,6.72,2099.73
2016-07-07,1191,268.8,6.72,2097.9
2016-07-08,1202,266.1,6.72,2129.9
2016-07-11,1224,269.1,6.73,2137.16
2016-07-12,1202,267.5,6.71,2152.14
2016-07-13,1183,265.8,6.72,2152.43
2016-07-14,1170,262.1,6.67,2163.75
2016-07-15,1142,261.3,6.68,2161.74
2016-07-18,1142,264.7,6.73,2166.89
2016-07-19,1160,268.4,6.74,2163.78
2016-07-20,1159,274,6.75,2173.02
2016-07-21,1157,270.4,6.75,2165.17
2016-07-22,1148,270.5,6.75,2175.03
2016-07-25,1145,267.1,6.77,2168.48
2016-07-26,1210,274.6,6.76,2169.18
2016-07-27,1193,269.2,6.77,2166.58
2016-07-28,1213,271.5,6.71,2170.06
2016-07-29,1206,270.5,6.69,2173.6
2016-08-01,1218,274.9,6.66,2170.84
2016-08-02,1198,276.5,6.65,2157.03
2016-08-03,1202,273.3,6.64,2163.79
2016-08-04,1228,274.1,6.68,2164.25
2016-08-05,1223,273.7,6.67,2182.87
2016-08-08,1198,271,6.71,2180.89
2016-08-09,1233,273.4,6.71,2181.74
2016-08-10,1167,273.5,6.65,2175.49
2016-08-11,1170,267.1,6.67,2185.79
2016-08-12,1132,267,6.67,2184.05
2016-08-15,1133,278.5,6.66,2190.15
2016-08-16,1116,274.3,6.59,2178.15
2016-08-17,1113,270.5,6.6,2182.22
2016-08-18,1092,268.4,6.57,2187.02
2016-08-19,1109,268.1,6.57,2183.87
2016-08-22,1150,275.9,6.58,2182.64
2016-08-23,1156,277,6.56,2186.9
2016-08-24,1126,277.7,6.61,2175.44
2016-08-25,1103,276.7,6.59,2172.47
2016-08-26,1094,274.9,6.6,2169.04
2016-08-29,1085,271.6,6.67,2180.38
2016-08-30,1095,274.3,6.67,2176.12
2016-08-31,1066,266.6,6.69,2170.95
2016-09-01,1059,264.5,6.68,2170.86
2016-09-02,1049,266.4,6.65,2179.98
2016-09-05,1055,269.1,6.67,2183.23
2016-09-06,1058,268.7,6.67,2186.48
2016-09-07,1045,271.1,6.62,2186.16
2016-09-08,1029,269,6.59,2181.3
2016-09-09,1000,258.6,6.61,2127.81
2016-09-12,985.5,259.3,6.63,2159.04
2016-09-13,1025,257.4,6.62,2127.02
2016-09-14,1080,259.4,6.64,2125.77
2016-09-15,1080,259.5,6.62,2147.26
2016-09-16,1103,263.3,6.63,2139.16
2016-09-19,1098,267.8,6.67,2139.12
2016-09-20,1123,271.2,6.66,2139.76
2016-09-21,1152,269.3,6.69,2163.12
2016-09-22,1146,271.7,6.63,2177.18
2016-09-23,1143,230.1,6.65,2164.69
2016-09-26,1134,228.3,6.62,2146.1
2016-09-27,1128,228.1,6.64,2159.93
2016-09-28,1142,224.8,6.64,2171.37
2016-09-29,1128,219.4,6.64,2151.13
2016-09-30,1130,217.1,6.68,2168.27
2016-10-03,1142,217.6,6.63,2161.2
2016-10-04,1132,215.6,6.67,2150.49
2016-10-05,1130,219.6,6.64,2159.73
2016-10-06,1136,216.7,6.65,2160.77
2016-10-07,1136,216.8,6.68,2153.74
2016-10-10,1147,222.2,6.67,2163.66
2016-10-11,1136,219.9,6.72,2136.73
2016-10-12,1127,219.1,6.75,2139.18
2016-10-13,1105,217.1,6.74,2132.55
2016-10-14,1123,220.8,6.76,2132.98
2016-10-17,1117,217.9,6.77,2126.5
2016-10-18,1137,218.6,6.77,2139.6
2016-10-19,1145,221.7,6.78,2144.29
2016-10-20,1156,224,6.78,2141.34
2016-10-21,1135,226.1,6.83,2141.16
2016-10-24,1144,222.9,6.83,2151.33
2016-10-25,1114,218.8,6.84,2143.16
2016-10-26,1104,218.7,6.81,2139.43
2016-10-27,1142,220.1,6.81,2133.04
2016-10-28,1130,215.9,6.81,2126.41
2016-10-31,1118,218.5,6.8,2126.15
2016-11-01,1064,215.1,6.75,2111.72
2016-11-02,1067,226.4,6.71,2097.94
2016-11-03,1189,242.1,6.73,2088.66
2016-11-04,1158,240.3,6.71,2085.18
2016-11-07,1189,241.1,6.73,2131.52
2016-11-08,1174,246.9,6.74,2139.56
2016-11-09,1226,257.2,6.75,2163.26
2016-11-10,1211,255.5,6.83,2167.48
2016-11-11,1200,260,6.83,2164.45
2016-11-14,1202,260.8,6.91,2164.2
2016-11-15,1217,261.6,6.91,2180.39
2016-11-16,1229,260.9,6.95,2176.94
2016-11-17,1249,263.7,6.94,2187.12
2016-11-18,1246,265.8,7,2181.9
2016-11-21,1245,264.4,7,2198.18
2016-11-22,1251,263.2,7.01,2202.94
2016-11-23,1233,264,7.02,2204.72
2016-11-24,1227,266.1,7.05,2209.035
2016-11-25,1252,267.9,7.02,2213.35
2016-11-28,1229,268.7,7.03,2201.72
2016-11-29,1237,264.4,7.03,2204.66
2016-11-30,1216,267.6,7,2198.81
2016-12-01,1186,264.1,7,2191.08
2016-12-02,1180,268.6,6.99,2191.95
2016-12-05,1193,265.9,6.95,2204.71
2016-12-06,1155,258.8,6.93,2212.23
2016-12-07,1160,258,6.93,2241.35
2016-12-08,1165,261.2,6.91,2246.19
2016-12-09,1200,270.3,7.04,2259.53
2016-12-12,1175,268.6,7.02,2256.96
2016-12-13,1172,271.5,7.01,2271.72
2016-12-14,1147,271,6.99,2253.28
2016-12-15,1145,275.5,7.14,2262.03
2016-12-16,1139,279.6,7.12,2258.07
2016-12-19,1150,276.8,7.13,2262.53
2016-12-20,1160,273.5,7.17,2270.76
2016-12-21,1151,279,7.13,2265.18
2016-12-22,1136,274.6,7.12,2260.96
2016-12-23,1141,277.5,7.12,2263.79
2016-12-27,1167,284.9,7.12,2268.88
2016-12-28,1174,283.9,7.15,2249.92
2016-12-29,1177,285.3,7.11,2249.26
2016-12-30,1173,287.3,7.05,2238.83
2017-01-02,1192,295.5,7.1,2248.33
2017-01-03,1204,294.2,7.16,2257.83
2017-01-04,1236,289.9,7.12,2270.75
2017-01-05,1291,296.8,7.08,2269
2017-01-06,1300,299.9,7.02,2276.98
2017-01-09,1290,299.8,7.07,2268.9
2017-01-10,1287,302.6,7.04,2268.9
2017-01-11,1291,304.5,7.08,2275.32
2017-01-12,1250,295,6.96,2270.44
2017-01-13,1286,299.3,6.97,2274.64
2017-01-16,1263,295.7,7.02,2271.265
2017-01-17,1264,294.9,6.96,2267.89
2017-01-18,1275,296,6.97,2271.89
2017-01-19,1262,297,6.97,2263.69
2017-01-20,1250,293,6.99,2271.31
2017-01-23,1273,290.8,6.94,2265.2
2017-01-24,1288,288,6.92,2280.07
2017-01-25,1298,285.4,6.92,2298.37
2017-01-26,1314,287,6.95,2296.68
2017-01-27,1327,291.6,6.96,2294.69
2017-01-30,1333,293.5,7,2280.9
2017-01-31,1328,295.2,6.92,2278.87
2017-02-01,1349,298.3,6.89,2279.55
2017-02-02,1362,299.1,6.88,2280.85
2017-02-03,1377,300.7,6.92,2297.42
2017-02-06,1402,305,6.94,2292.56
2017-02-07,1402,305,6.97,2293.08
2017-02-08,1379,289.5,6.97,2294.67
2017-02-09,1418,293,6.95,2307.87
2017-02-10,1424,294.4,6.99,2316.1
2017-02-13,1435,292.2,7,2328.25
2017-02-14,1428,290.2,7,2337.58
2017-02-15,1430,288.7,7.04,2349.25
2017-02-16,1433,289.7,6.98,2347.22
2017-02-17,1407,287.7,6.98,2351.16
2017-02-20,1395,287.5,7,2358.27
2017-02-21,1422,293.1,7.05,2365.38
2017-02-22,1415,296.1,7.07,2362.82
2017-02-23,1424,298.4,7.03,2363.81
2017-02-24,1371,292.9,7.01,2367.34
2017-02-27,1347,286.1,7.02,2369.75
2017-02-28,1390,286.4,7.01,2363.64
2017-03-01,1375,292,7.06,2395.96
2017-03-02,1394,294.7,7.07,2381.92
2017-03-03,1385,294.2,7.04,2383.12
2017-03-06,1370,290.6,7.02,2375.31
2017-03-07,1362,291.7,7.03,2368.39
2017-03-08,1352,290.9,7.04,2362.98
2017-03-09,1367,292,7.05,2364.87
2017-03-10,1392,294.7,7.01,2372.6
2017-03-13,1420,299.1,6.97,2373.47
2017-03-14,1443,304.9,6.99,2365.45
2017-03-15,1454,302.8,7,2385.26
2017-03-16,1482,303.3,6.93,2381.38
2017-03-17,1475,307.4,6.92,2378.25
2017-03-20,1448,308.3,6.91,2373.47
2017-03-21,1415,308.2,6.88,2344.02
2017-03-22,1395,311,6.88,2348.45
2017-03-23,1394,317.9,6.89,2345.96
2017-03-24,1406,318.4,6.88,2343.98
2017-03-27,1383,316.8,6.83,2341.59
2017-03-28,1402,320,6.85,2358.57
2017-03-29,1427,322.1,6.92,2361.13
2017-03-30,1413,326.1,6.93,2368.06
2017-03-31,1343,323.4,6.96,2362.72
2017-04-03,1264,323.6,6.98,2358.84
2017-04-04,1289,331.4,6.98,2360.16
2017-04-05,1257,331.3,6.96,2352.95
2017-04-06,1255,333.2,6.97,2357.49
2017-04-07,1240,334.4,7,2355.54
2017-04-10,1278,339.3,7.03,2357.16
2017-04-11,1270,337.4,7.01,2353.78
2017-04-12,1255,340,7.01,2344.93
2017-04-18,1278,338,6.96,2342.19
2017-04-19,1299,336.5,6.94,2338.17
2017-04-20,1313,346,6.92,2355.84
2017-04-21,1305,341.8,6.95,2348.69
2017-04-24,1316,347.9,6.86,2374.15
2017-04-25,1317,351.3,6.83,2388.61
2017-04-26,1367,353.3,6.83,2387.45
2017-04-27,1371,357.3,6.84,2388.77
