"Date","SimCorp","DSV","Genmab","SydBank","WilliamDemant","SP500"
2018-08-24,575.5,593.2,1066,218.6,257.4,2874.69
2018-08-27,597.5,598.6,1085,218.6,260.6,2896.74
2018-08-28,596.5,594.4,1085.5,194.1,260.6,2897.52
2018-08-29,603,596.4,1097,191.8,262.4,2914.04
2018-08-30,608,600,1111,189.5,262,2901.13
2018-08-31,607.5,601.8,1111,188,261.2,2901.52
2018-09-03,611,604.8,1083.5,186,264.4,2899.12
2018-09-04,597,600.2,1087,185.1,266.2,2896.72
2018-09-05,574,600.4,1061.5,184.5,255.2,2888.6
2018-09-06,568,598,1055,184.8,251.8,2878.05
2018-09-07,569.5,600,1063.5,185.6,256.8,2871.68
2018-09-10,568.5,598.8,1043.5,185.6,256,2877.13
2018-09-11,569.5,599.4,1060,184.4,254,2887.89
2018-09-12,572.5,605.8,1085,185.1,260,2888.92
2018-09-13,570.5,599,1079,185.7,256.8,2904.18
2018-09-14,568,589.6,1090.5,184.5,258.8,2904.98
2018-09-17,555,592.4,1062.5,186.1,256,2888.8
2018-09-18,565.5,591.8,1044.5,185.1,254.2,2904.31
2018-09-19,560,588.2,1017,187,252.4,2907.95
2018-09-20,560,592,1048.5,188.7,254.8,2930.75
2018-09-21,559.5,583,1050,190.7,252,2929.67
2018-09-24,551.5,583.8,1040,188.8,247.4,2919.37
2018-09-25,554.5,589.8,1063.5,190.8,249.8,2915.56
2018-09-26,554,584,1072,194.5,250.8,2905.97
2018-09-27,548.5,584.4,1022.5,188.8,248.2,2914
2018-09-28,556,584,1010,189,241.4,2913.98
2018-10-01,568,589,1025.5,190.4,248.6,2924.59
2018-10-02,558.5,576.8,1020.5,187.6,246.8,2923.43
2018-10-03,560.5,578,1009.5,186.4,246.4,2925.51
2018-10-04,538.5,563.2,986.2,184.8,236,2901.61
2018-10-05,533.5,561,986.8,187.7,235,2885.57
2018-10-08,521.5,551,975,183.1,210,2884.43
2018-10-09,513.5,566.6,960,176.9,210.4,2880.34
2018-10-10,499.6,541,906.4,178.4,202.2,2785.68
2018-10-11,500,541.8,894.4,175.6,200.6,2728.37
2018-10-12,505.5,542.4,922.2,177,210.8,2767.13
2018-10-15,501,533.2,907.8,177.8,200.2,2750.79
2018-10-16,516.5,547.2,888.6,179.1,205,2809.92
2018-10-17,511.5,547.6,893.6,179.3,203.8,2809.21
2018-10-18,514,547.8,935.6,178.6,213.2,2768.78
2018-10-19,508.5,540.4,922.4,178,213,2767.78
2018-10-22,504.5,535.4,906,174.4,215.2,2755.88
2018-10-23,487.6,509.6,865.6,175.6,208.4,2740.69
2018-10-24,488.2,508.4,821.8,176.5,207.6,2656.1
2018-10-25,492,507.8,792.4,177.2,200,2705.57
2018-10-26,483.8,511.2,808.8,175.7,205.4,2658.69
2018-10-29,493.2,526.6,854.8,179.7,214.4,2641.25
2018-10-30,499.4,522.2,906.4,174.5,212.2,2682.63
2018-10-31,507.5,529.6,902.4,152.3,216.8,2711.74
2018-11-01,512,534,948,154.2,221.8,2740.37
2018-11-02,528.5,541.2,972,159.5,224.6,2723.06
2018-11-05,509.5,527.6,971.4,162.4,225,2738.31
2018-11-06,513.5,537,973,163,215.4,2755.45
2018-11-07,514,531.8,996,165.3,207,2813.89
2018-11-08,515.5,524.4,1002.5,166.3,209,2806.83
2018-11-09,515.5,525.4,992.4,163.8,212,2781.01
2018-11-12,441.4,522.2,959.2,162.7,204,2726.22
2018-11-13,439.8,524.6,935,161.9,200.4,2722.18
2018-11-14,438.8,521.8,924,161.2,200.4,2701.58
2018-11-15,425.6,517.8,904.4,159.5,196.5,2730.2
2018-11-16,421.6,515.4,918.2,159.1,200.8,2736.27
2018-11-19,407,505.6,928,160.6,196.7,2690.73
2018-11-20,393.2,502.6,970,157.1,191.1,2641.89
2018-11-21,415.2,509.6,930,159.5,193.2,2649.93
2018-11-22,417.8,506.6,957,159.5,194.6,2641.245
2018-11-23,423.6,514.2,987.2,160,198,2632.56
2018-11-26,427,524.6,1004,163.5,196.5,2673.45
2018-11-27,415.4,515.2,983.6,163.5,193.8,2682.17
2018-11-28,413,506.2,992.2,161.7,194.2,2743.79
2018-11-29,417.2,515.4,1005,162.6,197.7,2737.8
2018-11-30,419.8,504.4,1003,162.6,192.5,2760.17
2018-12-03,425.6,520,1009,158,197.1,2790.37
2018-12-04,417.6,517,1013,158.6,197.4,2700.06
2018-12-05,418.8,508.8,1013,161.9,201.2,2698.005
2018-12-06,444,498.9,1005.5,158.4,196.1,2695.95
2018-12-07,440,503,997.8,161.6,203.2,2633.08
2018-12-10,448.2,492.7,1025,158.6,199.5,2637.72
2018-12-11,446.6,494.9,1024,161.6,200,2636.78
2018-12-12,452,499.7,1056.5,161,202.4,2651.07
2018-12-13,474.4,500.4,1067.5,160.5,200,2650.54
2018-12-14,475.8,491.9,1068.5,159.7,200.4,2599.95
2018-12-17,462,482.4,1067,159.2,196,2545.94
2018-12-18,452,479.8,1038.5,153,193.8,2546.16
2018-12-19,461.8,457.4,1060,151.9,195.1,2506.96
2018-12-20,454.6,439.5,1064,146.9,187.5,2467.42
2018-12-21,448.2,432.2,1070.5,150,184.7,2416.62
2018-12-27,446,430.2,1049,150.7,182.1,2488.83
2018-12-28,445.6,429.2,1067.5,155.1,184.9,2485.74
2019-01-02,460.4,441.5,1024.5,157.5,187.4,2510.03
2019-01-03,441.4,428.7,1023,154.5,179,2447.89
2019-01-04,451.6,444.9,1066,158.8,187.8,2531.94
2019-01-07,451.6,460.2,1094.5,157.9,194.5,2549.69
2019-01-08,465.4,476.9,1100.5,158.2,200.8,2574.41
2019-01-09,481.6,475.1,1112,157.7,205.2,2584.96
2019-01-10,476.8,474.2,1084.5,157.9,202.4,2596.64
2019-01-11,484.6,480.5,1071.5,156.5,203.6,2596.26
2019-01-14,476.8,475.9,1041.5,155,201,2582.61
2019-01-15,484,472.7,1033.5,152.9,207.8,2610.3
2019-01-16,487.6,500,1037,157.5,209.8,2616.1
2019-01-17,489.8,513,1049,157.2,204,2635.96
2019-01-18,494.6,510.6,1018.5,157,204,2670.71
2019-01-21,503.5,517.6,1034.5,155.3,206.4,2651.805
2019-01-22,508.5,516.6,999.2,156.8,208,2632.9
2019-01-23,504,525.2,985,157.4,207.2,2638.7
2019-01-24,504,529,966,157.3,207.8,2642.33
2019-01-25,520,529,950.6,158.2,209.2,2664.76
2019-01-28,517,527.4,974.2,154.2,210.2,2643.85
2019-01-29,521,526.2,960,154,212.6,2640
2019-01-30,518,532,954.8,153.6,210,2681.05
2019-01-31,514.5,519.4,947.2,150.6,205.6,2704.1
2019-02-01,511,533.6,958.8,151.9,207,2706.53
2019-02-04,528,522.4,956.2,152.5,208,2724.87
2019-02-05,538.5,527.6,973,152.3,212.6,2737.7
2019-02-06,538,531.2,957.4,151.9,209.6,2731.61
2019-02-07,530.5,523.8,954.8,150.1,211.6,2706.05
2019-02-08,532.5,521,961.4,149,210.6,2707.88
2019-02-11,540.5,530.6,967.4,148.6,217,2709.8
2019-02-12,548.5,533.8,976.2,151.2,220.2,2744.73
2019-02-13,548.5,517.8,997.6,152.5,222.4,2753.03
2019-02-14,533.5,523.6,1006,151.2,221.4,2745.73
2019-02-15,533.5,535.6,1014,152.2,219.6,2775.6
2019-02-18,540,535.2,1011,154.1,220.6,2777.68
2019-02-19,532.5,535.2,990,151.6,200.4,2779.76
2019-02-20,569.5,540,1008,151.9,201.4,2784.7
2019-02-21,569,546,1077.5,150.3,195,2774.88
2019-02-22,573,548,1069,150.4,195,2792.67
2019-02-25,584,548,1101,151.9,199.8,2796.11
2019-02-26,596.5,546.6,1140,149.4,198.1,2793.9
2019-02-27,588.5,545,1126,158.9,196.2,2792.38
2019-02-28,590.5,545.6,1133.5,156.2,197,2784.49
2019-03-01,596.5,549,1161,152.8,198.3,2803.69
2019-03-04,598,559.6,1180,152.7,200.2,2792.81
2019-03-05,605.5,555.4,1178,151,200.4,2789.65
2019-03-06,603,556.2,1166.5,149.2,198.7,2771.45
2019-03-07,602.5,555,1154,146.8,197.1,2748.93
2019-03-08,606.5,548.8,1142,145.4,196.3,2743.07
2019-03-11,607,553,1141.5,144.4,197,2783.3
2019-03-12,610,560,1135.5,147.1,199.8,2791.52
2019-03-13,611,554.6,1135.5,147.2,199.9,2810.92
2019-03-14,610.5,560.8,1140.5,148,206.6,2808.48
2019-03-15,608,567.6,1122.5,150,207.6,2822.48
2019-03-18,612,560,1116,152.3,206,2832.94
2019-03-19,618.5,562.6,1117.5,153.8,208.8,2832.57
2019-03-20,621.5,552,1158.5,152.1,206.8,2824.23
2019-03-21,623,554.4,1153.5,150.8,207,2854.88
2019-03-22,620,546.8,1153,140.5,206.8,2800.71
2019-03-25,616.5,542,1148,138.5,205.2,2798.36
2019-03-26,622.5,545.8,1172,134,206,2818.46
2019-03-27,625,543,1154,136.6,200.4,2805.37
2019-03-28,636.5,539.8,1165.5,137,193,2815.44
2019-03-29,642.5,550.4,1155,138,196.8,2834.4
2019-04-01,630,554.6,1183.5,141.7,200.6,2867.19
2019-04-02,627.5,586.4,1183,142.1,198.05,2867.24
2019-04-03,632,584,1175.5,141.9,200.6,2873.4
2019-04-04,625,577.8,1172.5,143.6,197.5,2879.39
2019-04-05,623,580,1190,141.8,200,2892.74
2019-04-08,624.5,577,1176.5,142.8,195.8,2895.77
2019-04-09,623,573.8,1161,141,196.7,2878.2
2019-04-10,632,569.6,1179.5,140.8,197.15,2888.21
2019-04-11,634.5,572,1162.5,143,194.65,2888.32
2019-04-12,643.5,575.4,1159,144.5,197.5,2907.41
2019-04-15,643,579,1149,145,197.5,2905.58
2019-04-16,645,578,1127,145.1,196.25,2907.06
2019-04-17,648.5,576.4,1122,146.2,194.15,2900.45
2019-04-23,652,578.2,1123.5,144.4,197.5,2933.68
2019-04-24,659.5,580,1119,142.8,198.5,2927.25
2019-04-25,646,588.8,1105,139.7,194.8,2926.17
2019-04-26,650,594.8,1131,143.8,200.9,2939.88
2019-04-29,649,587,1131,145,205,2943.03
2019-04-30,652.5,615,1105,143.7,210,2945.83
2019-05-01,643.5,618,1101,141.3,209.8,2923.73
2019-05-02,637,627,1095,127.9,206.7,2917.52
2019-05-03,630,625,1110.5,128.1,211.5,2945.64
2019-05-06,628.5,617.2,1104,126.1,209.8,2932.47
2019-05-07,622.5,611,1098.5,126.9,220.5,2884.05
2019-05-08,629,608,1118,125.8,220.3,2879.42
2019-05-09,619,600,1088,125.2,222.8,2870.72
2019-05-10,632,604.4,1090,126.6,222.4,2881.4
2019-05-13,618,591.2,1085.5,124.7,218.6,2811.87
2019-05-14,635,591.4,1115,125,222.1,2834.41
2019-05-15,633,592.2,1107.5,124.2,217.4,2850.96
2019-05-16,637,595.2,1150.5,123.8,227,2876.32
2019-05-20,603.5,595,1154,124.8,227.7,2840.23
2019-05-21,608.5,592,1198.5,124,230.6,2864.36
2019-05-22,676,604,1203,123.9,235.5,2856.27
2019-05-23,649.5,600.6,1199.5,124.4,232.5,2822.24
2019-05-24,649,604.4,1223.5,124.5,232.3,2826.06
2019-05-27,644,599.4,1197,124.1,231,2814.225
2019-05-28,672,613.8,1216.5,125.6,229.1,2802.39
2019-05-29,652,597.4,1147.5,125.7,223.9,2783.02
2019-06-03,637,587.4,1168,125.6,223.7,2744.45
2019-06-04,636,580.8,1135,125,216.8,2803.27
2019-06-06,622.5,595,1147.5,125.9,220.5,2843.49
2019-06-07,637,611.2,1176,127.3,225.8,2873.34
2019-06-11,646.5,612.4,1207,129,219.3,2885.72
2019-06-12,638.5,617.2,1206.5,130,221.9,2879.84
2019-06-13,639,614,1195,131,219.3,2891.64
2019-06-14,629,619.8,1179,130.3,216.6,2886.98
2019-06-17,625,622.6,1188.5,131.5,216,2889.67
2019-06-18,647,630.6,1211.5,129.7,219.1,2917.75
2019-06-19,644.5,634,1222.5,132.4,217.1,2926.46
2019-06-20,643.5,637.2,1210.5,128.3,216.1,2954.18
2019-06-21,632,630,1201,127.2,210.5,2950.46
2019-06-24,632.5,636,1201,125.5,205,2945.35
2019-06-25,645,630.6,1188.5,122.3,206,2917.38
2019-06-26,632,631,1168,123.1,201.2,2913.78
2019-06-27,627.5,632.2,1148.5,124.8,202,2924.92
2019-06-28,635,644.6,1207,125.1,204.1,2941.76
2019-07-01,645,649,1209,127.3,204.5,2964.33
2019-07-02,634.5,646.4,1200,126.3,206.1,2973.01
2019-07-03,647.5,650.4,1227,127.6,213.9,2995.82
2019-07-04,635.5,647.6,1216,128.9,210.3,2993.115
2019-07-05,615,630.8,1200.5,129.5,204.7,2990.41
2019-07-08,621.5,634.6,1183,128,204.1,2975.95
2019-07-09,615,625.2,1191.5,124.5,201.1,2979.63
2019-07-10,625,634.8,1194.5,126.3,202.2,2993.07
2019-07-11,615,633.2,1198.5,123.3,206.2,2999.91
2019-07-12,607.5,634.8,1171,124.6,196,3013.77
2019-07-15,617,646,1188.5,122.4,199.5,3014.3
2019-07-16,612.5,647.6,1219.5,123.1,198.95,3004.04
2019-07-17,626,651.6,1216,120.7,198.8,2984.42
2019-07-18,622,637.6,1227,119.5,196.7,2995.11
2019-07-19,626,635.2,1219.5,118.4,196.45,2976.61
2019-07-22,624,631.6,1221,118.9,195.35,2985.03
2019-07-23,623.5,626.2,1217,120,193.05,3005.47
2019-07-24,631,636,1238.5,121.3,195.05,3019.56
2019-07-25,624,638.6,1238,121.9,197.8,3003.67
2019-07-26,628.5,634,1249.5,121.3,195.95,3025.86
2019-07-29,622.5,630.4,1265,121.3,197.05,3020.97
2019-07-30,611,622.8,1245,118.9,197.5,3013.18
2019-07-31,610.5,645,1252,117.4,199.35,2980.38
2019-08-01,621,658,1256.5,117.8,203.6,2953.56
2019-08-02,612,633,1235,116,195.45,2932.05
2019-08-05,582.5,617.2,1217,114.7,192,2844.74
2019-08-06,581.5,644.4,1227.5,116.9,192.15,2881.77
2019-08-07,585,643.8,1227.5,115.5,194.5,2883.98
2019-08-08,594,637.2,1269,115.4,195,2938.09
2019-08-09,582.5,621.4,1270,114.8,195.1,2918.65
2019-08-12,575,616,1275.5,112.3,195,2882.7
2019-08-13,575.5,639.2,1319,111.8,185.75,2926.32
2019-08-14,572.5,635.4,1306,107.9,189.75,2840.6
2019-08-15,560,617.2,1345.5,107,196.85,2847.6
2019-08-16,577,634.2,1351,110.8,205.4,2888.68
2019-08-19,577.5,635.2,1373,111.5,203.9,2923.65
2019-08-20,577.5,634.4,1366.5,109.5,205.7,2900.51
2019-08-21,605,649.4,1376,108.4,209.8,2924.43
2019-08-22,595.5,654.8,1378.5,111,211.6,2922.95
2019-08-23,625.5,659,1376,111,207.9,2847.11
2019-08-26,607.5,650.4,1364.5,109.1,203.5,2878.38
2019-08-27,620,666.6,1372.5,108,204.4,2869.16
2019-08-28,604,660,1363,93.65,203,2887.94
2019-08-29,611.5,662.8,1359.5,94,202.5,2924.58
2019-08-30,631.5,672.4,1384.5,94.85,205.5,2926.46
2019-09-02,626,689,1394.5,93.8,208.4,2916.365
2019-09-03,625,685.8,1435,94.25,200.1,2906.27
2019-09-04,633,686.8,1440,93.65,200,2937.78
2019-09-05,641,693.2,1430,97.1,205.4,2976
2019-09-06,638.5,693,1409.5,97.55,201.6,2978.71
2019-09-09,629.5,685.6,1391.5,101.7,195.75,2978.43
2019-09-10,608,653,1328,103.6,193.95,2979.39
2019-09-11,620,663.4,1349.5,103,200.1,3000.93
2019-09-12,614,658.8,1375,102.8,204.6,3009.57
2019-09-13,609,653.8,1365.5,103.6,202,3007.39
2019-09-16,610,654,1377.5,103.7,192,2997.96
2019-09-17,617,655.6,1363.5,102,186,3005.7
2019-09-18,627,655,1390,102.4,187.9,3006.73
2019-09-19,609.5,654,1382.5,104.7,187.8,3006.79
2019-09-20,616.5,652,1402,116.4,182.4,2992.07
2019-09-23,615,651.2,1405,118.7,181.95,2991.78
2019-09-24,620.5,651,1415.5,120.9,187,2966.6
2019-09-25,608,640,1405.5,126.3,183.05,2984.87
2019-09-26,607.5,650.8,1417.5,126.8,177.35,2977.62
2019-09-27,607.5,646.6,1400,122.7,178,2961.79
2019-09-30,601.5,651.8,1390.5,120.8,175.45,2976.74
2019-10-01,599.5,640,1384.5,119.8,172,2940.25
2019-10-02,581,614.8,1307,116.9,167.95,2887.61
2019-10-03,577.5,622.4,1323.5,116.1,167.6,2910.63
2019-10-04,587,627.6,1331,116,167.55,2952.01
2019-10-07,589,630.4,1343,118.6,167.7,2938.79
2019-10-08,585.5,621.2,1336.5,120.1,164.7,2893.06
2019-10-09,585,628,1348.5,119.7,164.9,2919.4
2019-10-10,590.5,632.2,1322.5,117.6,161.7,2938.13
2019-10-11,597,637.6,1334.5,119.5,164.05,2970.27
2019-10-14,604,637,1346,122.6,172.15,2966.15
2019-10-15,611.5,651.8,1390.5,126.9,174.6,2995.68
2019-10-16,609,644.8,1391.5,128.6,175,2989.69
2019-10-17,609.5,646.2,1410,128.1,176.6,2997.95
2019-10-18,598,641.6,1409.5,129,172.7,2986.2
2019-10-21,595,644.6,1386,131.8,171.05,3006.72
2019-10-22,582,647,1430,132.5,174.3,2995.99
2019-10-23,574.5,638.2,1406.5,135,174.4,3004.52
2019-10-24,582.5,641.2,1420,134.4,172.45,3010.29
2019-10-25,585,639,1424,135.8,172.2,3022.55
2019-10-28,589,655,1435,133.9,173.45,3039.42
2019-10-29,581.5,650.2,1439,135.4,174.3,3036.89
2019-10-30,579.5,647.8,1455,133.2,177.55,3046.77
2019-10-31,598.5,650,1460,131.4,176.8,3037.56
2019-11-01,610,698,1481.5,134,177.75,3066.91
2019-11-04,621,725,1481,131.5,179.2,3078.27
2019-11-05,629.5,717.4,1457,133.9,178.15,3074.62
2019-11-06,640,717,1461.5,135.3,181.4,3076.78
2019-11-07,650,720.8,1500,136.1,183.65,3085.18
2019-11-08,665.5,727.6,1498,135.7,184.75,3093.08
2019-11-11,672,733.2,1504,136.5,184.9,3087.01
2019-11-12,670,741.4,1491.5,136.8,184.55,3091.84
2019-11-13,672,744.8,1508,132.8,187.05,3094.04
2019-11-14,665,743.6,1490.5,130.3,186.55,3096.63
2019-11-15,685,744,1506.5,129.2,191.2,3120.46
2019-11-18,689.5,728.6,1530,129.8,204.3,3122.03
2019-11-19,685,734.8,1508.5,129.7,198.25,3120.18
2019-11-20,686,741.6,1512.5,127.6,198.65,3108.46
2019-11-21,687.5,728.6,1516,127.2,197.3,3103.54
2019-11-22,700,734.6,1528.5,128.9,201.5,3110.29
2019-11-25,710,739.2,1565.5,129.5,206.6,3133.64
2019-11-26,724.5,754.4,1595.5,127.2,206.4,3140.52
2019-11-27,727,758.2,1590,129,207.7,3153.63
2019-11-28,724.5,748.6,1581,128.2,208.3,3147.305
2019-11-29,726,738.4,1580,127.7,207.5,3140.98
2019-12-02,722.5,737.4,1579,125.8,204.4,3113.87
2019-12-03,730,730.2,1594,123.4,206,3093.2
2019-12-04,736,737.2,1620,127.5,207.3,3112.76
2019-12-05,743,741.4,1615,129.8,208,3117.43
2019-12-06,746,762,1615,130.6,210,3145.91
2019-12-09,744,745,1582,132.4,208.8,3135.96
2019-12-10,747.5,743.6,1577.5,132.6,210.4,3132.52
2019-12-11,750.5,746,1545,133.2,208.6,3141.63
2019-12-12,747.5,753.2,1474.5,133.3,210.4,3168.57
2019-12-13,753.5,757.2,1469,131.5,211,3168.8
2019-12-16,763.5,766.4,1503,131.6,218,3191.45
2019-12-17,758.5,769,1490.5,137,214.6,3192.52
2019-12-18,765,752,1459.5,138.3,212.9,3191.14
2019-12-19,752.5,756,1466.5,136.8,211.4,3205.37
2019-12-20,756,755,1460.5,137.9,208.5,3221.22
2019-12-23,770,766,1464.5,139.1,211,3224.01
2019-12-27,772,771,1488,139.3,212.5,3240.02
